,geometry,color,mw,plantName,year
96,"10844    POLYGON ((329166.838 4061112.526, 329166.456 4...
27487    POLYGON ((329166.838 4061112.526, 329166.456 4...
27488    POLYGON ((329166.838 4061112.526, 329166.456 4...
27489    POLYGON ((329166.838 4061112.526, 329166.456 4...
27490    POLYGON ((329166.838 4061112.526, 329166.456 4...
27491    POLYGON ((329166.838 4061112.526, 329166.456 4...
27492    POLYGON ((329166.838 4061112.526, 329166.456 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",79322.0,International Paper Franklin Mill-BLQ,2002
722,"8133     POLYGON ((258780.113 4268066.046, 258779.731 4...
8134     POLYGON ((258780.113 4268066.046, 258779.731 4...
8135     POLYGON ((258780.113 4268066.046, 258779.731 4...
26741    POLYGON ((258780.113 4268066.046, 258779.731 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",79309.372,Marsh Run Generation Facility-NG,2009
972,"26152    POLYGON ((-19313.357 4152148.272, -19313.728 4...
26153    POLYGON ((-19313.357 4152148.272, -19313.728 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",77078.788,Glen Lyn-BIT,2012
23,"8141    POLYGON ((258543.350 4269839.482, 258542.979 4...
8142    POLYGON ((258543.350 4269839.482, 258542.979 4...
8143    POLYGON ((258543.350 4269839.482, 258542.979 4...
8144    POLYGON ((258543.350 4269839.482, 258542.979 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",77039.0,Remington-NG,2001
238,"5654    POLYGON ((108732.380 4114300.626, 108732.014 4...
5655    POLYGON ((108732.380 4114300.626, 108732.014 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",76110.99900000001,Leesville-WAT,2004
945,"12920    POLYGON ((452657.776 4204754.278, 452657.412 4...
12921    POLYGON ((452657.776 4204754.278, 452657.412 4...
12922    POLYGON ((452657.776 4204754.278, 452657.412 4...
12923    POLYGON ((452657.776 4204754.278, 452657.412 4...
12924    POLYGON ((452657.776 4204754.278, 452657.412 4...
12925    POLYGON ((452657.776 4204754.278, 452657.412 4...
12926    POLYGON ((452657.776 4204754.278, 452657.412 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",75457.0,Commonwealth Chesapeake-DFO,2012
1497,"10757    POLYGON ((383322.368 4070710.958, 383322.008 4...
10758    POLYGON ((383322.368 4070710.958, 383322.008 4...
10759    POLYGON ((383322.368 4070710.958, 383322.008 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",74754.616,Elizabeth River Power Station-NG,2017
394,"7523    POLYGON ((290698.263 4152779.477, 290697.904 4...
7524    POLYGON ((290698.263 4152779.477, 290697.904 4...
7525    POLYGON ((290698.263 4152779.477, 290697.904 4...
7526    POLYGON ((290698.263 4152779.477, 290697.904 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",74589.0,Darbytown-NG,2006
140,"7362    POLYGON ((349911.906 4113683.320, 349911.548 4...
7363    POLYGON ((349911.906 4113683.320, 349911.548 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",74364.0,Gravel Neck-DFO,2003
866,"15464    POLYGON ((298174.724 4238814.056, 298174.366 4...
15465    POLYGON ((298174.724 4238814.056, 298174.366 4...
15466    POLYGON ((298174.724 4238814.056, 298174.366 4...
15467    POLYGON ((298174.724 4238814.056, 298174.366 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",74327.0,Waste Management King George LFGTE-LFG,2011
609,"10757    POLYGON ((383321.794 4070710.958, 383321.437 4...
10758    POLYGON ((383321.794 4070710.958, 383321.437 4...
10759    POLYGON ((383321.794 4070710.958, 383321.437 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",74180.243,Elizabeth River Power Station-NG,2008
1444,"12920    POLYGON ((452654.450 4204754.278, 452654.102 4...
12921    POLYGON ((452654.450 4204754.278, 452654.102 4...
12922    POLYGON ((452654.450 4204754.278, 452654.102 4...
12923    POLYGON ((452654.450 4204754.278, 452654.102 4...
12924    POLYGON ((452654.450 4204754.278, 452654.102 4...
12925    POLYGON ((452654.450 4204754.278, 452654.102 4...
12926    POLYGON ((452654.450 4204754.278, 452654.102 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",72131.0,Commonwealth Chesapeake-DFO,2017
493,"7364    POLYGON ((349909.292 4113683.320, 349908.947 4...
7365    POLYGON ((349909.292 4113683.320, 349908.947 4...
7366    POLYGON ((349909.292 4113683.320, 349908.947 4...
7367    POLYGON ((349909.292 4113683.320, 349908.947 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",71750.476,Gravel Neck-NG,2007
919,"5704     POLYGON ((301296.608 4267831.113, 301296.266 4...
26166    POLYGON ((301296.608 4267831.113, 301296.266 4...
26167    POLYGON ((301296.608 4267831.113, 301296.266 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",70994.69,Possum Point-RFO,2012
962,"8136    POLYGON ((218316.715 4223799.408, 218316.373 4...
8137    POLYGON ((218316.715 4223799.408, 218316.373 4...
8138    POLYGON ((218316.715 4223799.408, 218316.373 4...
8139    POLYGON ((218316.715 4223799.408, 218316.373 4...
8140    POLYGON ((218316.715 4223799.408, 218316.373 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",70905.642,Louisa Generation Facility-NG,2012
822,"5704     POLYGON ((301296.246 4267831.113, 301295.906 4...
26166    POLYGON ((301296.246 4267831.113, 301295.906 4...
26167    POLYGON ((301296.246 4267831.113, 301295.906 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",70632.759,Possum Point-RFO,2011
119,"10757    POLYGON ((383317.690 4070710.958, 383317.352 4...
10758    POLYGON ((383317.690 4070710.958, 383317.352 4...
10759    POLYGON ((383317.690 4070710.958, 383317.352 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",70076.22,Elizabeth River Power Station-NG,2002
1245,"5654    POLYGON ((108726.073 4114300.626, 108725.737 4...
5655    POLYGON ((108726.073 4114300.626, 108725.737 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",69804.0,Leesville-WAT,2015
1243,"27023    POLYGON ((298884.979 4129891.595, 298884.651 4...
27024    POLYGON ((298884.979 4129891.595, 298884.651 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",68146.0,James River Genco LLC-BIT,2015
1050,"5654    POLYGON ((108724.241 4114300.626, 108723.914 4...
5655    POLYGON ((108724.241 4114300.626, 108723.914 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",67972.0,Leesville-WAT,2013
966,"7364    POLYGON ((349905.309 4113683.320, 349904.982 4...
7365    POLYGON ((349905.309 4113683.320, 349904.982 4...
7366    POLYGON ((349905.309 4113683.320, 349904.982 4...
7367    POLYGON ((349905.309 4113683.320, 349904.982 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",67766.87700000001,Gravel Neck-NG,2012
759,"5654    POLYGON ((108723.680 4114300.626, 108723.356 4...
5655    POLYGON ((108723.680 4114300.626, 108723.356 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",67411.0,Leesville-WAT,2010
163,"8141    POLYGON ((258532.598 4269839.482, 258532.279 4...
8142    POLYGON ((258532.598 4269839.482, 258532.279 4...
8143    POLYGON ((258532.598 4269839.482, 258532.279 4...
8144    POLYGON ((258532.598 4269839.482, 258532.279 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",66287.0,Remington-NG,2003
665,"5654    POLYGON ((108722.507 4114300.626, 108722.188 4...
5655    POLYGON ((108722.507 4114300.626, 108722.188 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",66238.0,Leesville-WAT,2009
1499,"14727    POLYGON ((278909.707 4136813.456, 278909.392 4...
14728    POLYGON ((278909.707 4136813.456, 278909.392 4...
14729    POLYGON ((278909.707 4136813.456, 278909.392 4...
14730    POLYGON ((278909.707 4136813.456, 278909.392 4...
14731    POLYGON ((278909.707 4136813.456, 278909.392 4...
14732    POLYGON ((278909.707 4136813.456, 278909.392 4...
14733    POLYGON ((278909.707 4136813.456, 278909.392 4...
14734    POLYGON ((278909.707 4136813.456, 278909.392 4...
14735    POLYGON ((278909.707 4136813.456, 278909.392 4...
14736    POLYGON ((278909.707 4136813.456, 278909.392 4...
14737    POLYGON ((278909.707 4136813.456, 278909.392 4...
14738    POLYGON ((278909.707 4136813.456, 278909.392 4...
14739    POLYGON ((278909.707 4136813.456, 278909.392 4...
14740    POLYGON ((278909.707 4136813.456, 278909.392 4...
14741    POLYGON ((278909.707 4136813.456, 278909.392 4...
14742    POLYGON ((278909.707 4136813.456, 278909.392 4...
14743    POLYGON ((278909.707 4136813.456, 278909.392 4...
14744    POLYGON ((278909.707 4136813.456, 278909.392 4...
14745    POLYGON ((278909.707 4136813.456, 278909.392 4...
14746    POLYGON ((278909.707 4136813.456, 278909.392 4...
14747    POLYGON ((278909.707 4136813.456, 278909.392 4...
14748    POLYGON ((278909.707 4136813.456, 278909.392 4...
14749    POLYGON ((278909.707 4136813.456, 278909.392 4...
14750    POLYGON ((278909.707 4136813.456, 278909.392 4...
14751    POLYGON ((278909.707 4136813.456, 278909.392 4...
14752    POLYGON ((278909.707 4136813.456, 278909.392 4...
14753    POLYGON ((278909.707 4136813.456, 278909.392 4...
14754    POLYGON ((278909.707 4136813.456, 278909.392 4...
14755    POLYGON ((278909.707 4136813.456, 278909.392 4...
14756    POLYGON ((278909.707 4136813.456, 278909.392 4...
14757    POLYGON ((278909.707 4136813.456, 278909.392 4...
14758    POLYGON ((278909.707 4136813.456, 278909.392 4...
14759    POLYGON ((278909.707 4136813.456, 278909.392 4...
14760    POLYGON ((278909.707 4136813.456, 278909.392 4...
14761    POLYGON ((278909.707 4136813.456, 278909.392 4...
14762    POLYGON ((278909.707 4136813.456, 278909.392 4...
14763    POLYGON ((278909.707 4136813.456, 278909.392 4...
14764    POLYGON ((278909.707 4136813.456, 278909.392 4...
14765    POLYGON ((278909.707 4136813.456, 278909.392 4...
14766    POLYGON ((278909.707 4136813.456, 278909.392 4...
14767    POLYGON ((278909.707 4136813.456, 278909.392 4...
14768    POLYGON ((278909.707 4136813.456, 278909.392 4...
14769    POLYGON ((278909.707 4136813.456, 278909.392 4...
14770    POLYGON ((278909.707 4136813.456, 278909.392 4...
14771    POLYGON ((278909.707 4136813.456, 278909.392 4...
14772    POLYGON ((278909.707 4136813.456, 278909.392 4...
14773    POLYGON ((278909.707 4136813.456, 278909.392 4...
14774    POLYGON ((278909.707 4136813.456, 278909.392 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",65261.33,Chesterfield Landfill Gas-LFG,2017
675,"8136    POLYGON ((218310.980 4223799.408, 218310.666 4...
8137    POLYGON ((218310.980 4223799.408, 218310.666 4...
8138    POLYGON ((218310.980 4223799.408, 218310.666 4...
8139    POLYGON ((218310.980 4223799.408, 218310.666 4...
8140    POLYGON ((218310.980 4223799.408, 218310.666 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",65171.125,Louisa Generation Facility-NG,2009
1623,"14679    POLYGON ((311751.682 4145688.622, 311751.371 4...
14680    POLYGON ((311751.682 4145688.622, 311751.371 4...
14681    POLYGON ((311751.682 4145688.622, 311751.371 4...
14682    POLYGON ((311751.682 4145688.622, 311751.371 4...
14683    POLYGON ((311751.682 4145688.622, 311751.371 4...
14684    POLYGON ((311751.682 4145688.622, 311751.371 4...
14685    POLYGON ((311751.682 4145688.622, 311751.371 4...
14686    POLYGON ((311751.682 4145688.622, 311751.371 4...
14687    POLYGON ((311751.682 4145688.622, 311751.371 4...
14688    POLYGON ((311751.682 4145688.622, 311751.371 4...
14689    POLYGON ((311751.682 4145688.622, 311751.371 4...
14690    POLYGON ((311751.682 4145688.622, 311751.371 4...
14691    POLYGON ((311751.682 4145688.622, 311751.371 4...
14692    POLYGON ((311751.682 4145688.622, 311751.371 4...
14693    POLYGON ((311751.682 4145688.622, 311751.371 4...
14694    POLYGON ((311751.682 4145688.622, 311751.371 4...
14695    POLYGON ((311751.682 4145688.622, 311751.371 4...
14696    POLYGON ((311751.682 4145688.622, 311751.371 4...
14697    POLYGON ((311751.682 4145688.622, 311751.371 4...
14698    POLYGON ((311751.682 4145688.622, 311751.371 4...
14699    POLYGON ((311751.682 4145688.622, 311751.371 4...
14700    POLYGON ((311751.682 4145688.622, 311751.371 4...
14701    POLYGON ((311751.682 4145688.622, 311751.371 4...
14702    POLYGON ((311751.682 4145688.622, 311751.371 4...
14703    POLYGON ((311751.682 4145688.622, 311751.371 4...
14704    POLYGON ((311751.682 4145688.622, 311751.371 4...
14705    POLYGON ((311751.682 4145688.622, 311751.371 4...
14706    POLYGON ((311751.682 4145688.622, 311751.371 4...
14707    POLYGON ((311751.682 4145688.622, 311751.371 4...
14708    POLYGON ((311751.682 4145688.622, 311751.371 4...
14709    POLYGON ((311751.682 4145688.622, 311751.371 4...
14710    POLYGON ((311751.682 4145688.622, 311751.371 4...
14711    POLYGON ((311751.682 4145688.622, 311751.371 4...
14712    POLYGON ((311751.682 4145688.622, 311751.371 4...
14713    POLYGON ((311751.682 4145688.622, 311751.371 4...
14714    POLYGON ((311751.682 4145688.622, 311751.371 4...
14715    POLYGON ((311751.682 4145688.622, 311751.371 4...
14716    POLYGON ((311751.682 4145688.622, 311751.371 4...
14717    POLYGON ((311751.682 4145688.622, 311751.371 4...
14718    POLYGON ((311751.682 4145688.622, 311751.371 4...
14719    POLYGON ((311751.682 4145688.622, 311751.371 4...
14720    POLYGON ((311751.682 4145688.622, 311751.371 4...
14721    POLYGON ((311751.682 4145688.622, 311751.371 4...
14722    POLYGON ((311751.682 4145688.622, 311751.371 4...
14723    POLYGON ((311751.682 4145688.622, 311751.371 4...
14724    POLYGON ((311751.682 4145688.622, 311751.371 4...
14725    POLYGON ((311751.682 4145688.622, 311751.371 4...
14726    POLYGON ((311751.682 4145688.622, 311751.371 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",64401.960999999996,Charles City-LFG,2018
1265,"26152    POLYGON ((-19326.632 4152148.272, -19326.939 4...
26153    POLYGON ((-19326.632 4152148.272, -19326.939 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",63803.205,Glen Lyn-BIT,2015
772,"10844    POLYGON ((329150.720 4061112.526, 329150.416 4...
27487    POLYGON ((329150.720 4061112.526, 329150.416 4...
27488    POLYGON ((329150.720 4061112.526, 329150.416 4...
27489    POLYGON ((329150.720 4061112.526, 329150.416 4...
27490    POLYGON ((329150.720 4061112.526, 329150.416 4...
27491    POLYGON ((329150.720 4061112.526, 329150.416 4...
27492    POLYGON ((329150.720 4061112.526, 329150.416 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",63204.261,International Paper Franklin Mill-BLQ,2010
1571,"14775    POLYGON ((344846.006 4170781.070, 344845.702 4...
14776    POLYGON ((344846.006 4170781.070, 344845.702 4...
14777    POLYGON ((344846.006 4170781.070, 344845.702 4...
14778    POLYGON ((344846.006 4170781.070, 344845.702 4...
14779    POLYGON ((344846.006 4170781.070, 344845.702 4...
14780    POLYGON ((344846.006 4170781.070, 344845.702 4...
14781    POLYGON ((344846.006 4170781.070, 344845.702 4...
14782    POLYGON ((344846.006 4170781.070, 344845.702 4...
14783    POLYGON ((344846.006 4170781.070, 344845.702 4...
14784    POLYGON ((344846.006 4170781.070, 344845.702 4...
14785    POLYGON ((344846.006 4170781.070, 344845.702 4...
14786    POLYGON ((344846.006 4170781.070, 344845.702 4...
14787    POLYGON ((344846.006 4170781.070, 344845.702 4...
14788    POLYGON ((344846.006 4170781.070, 344845.702 4...
14789    POLYGON ((344846.006 4170781.070, 344845.702 4...
14790    POLYGON ((344846.006 4170781.070, 344845.702 4...
14791    POLYGON ((344846.006 4170781.070, 344845.702 4...
14792    POLYGON ((344846.006 4170781.070, 344845.702 4...
14793    POLYGON ((344846.006 4170781.070, 344845.702 4...
14794    POLYGON ((344846.006 4170781.070, 344845.702 4...
14795    POLYGON ((344846.006 4170781.070, 344845.702 4...
14796    POLYGON ((344846.006 4170781.070, 344845.702 4...
14797    POLYGON ((344846.006 4170781.070, 344845.702 4...
14798    POLYGON ((344846.006 4170781.070, 344845.702 4...
14799    POLYGON ((344846.006 4170781.070, 344845.702 4...
14800    POLYGON ((344846.006 4170781.070, 344845.702 4...
14801    POLYGON ((344846.006 4170781.070, 344845.702 4...
14802    POLYGON ((344846.006 4170781.070, 344845.702 4...
14803    POLYGON ((344846.006 4170781.070, 344845.702 4...
14804    POLYGON ((344846.006 4170781.070, 344845.702 4...
14805    POLYGON ((344846.006 4170781.070, 344845.702 4...
14806    POLYGON ((344846.006 4170781.070, 344845.702 4...
14807    POLYGON ((344846.006 4170781.070, 344845.702 4...
14808    POLYGON ((344846.006 4170781.070, 344845.702 4...
14809    POLYGON ((344846.006 4170781.070, 344845.702 4...
14810    POLYGON ((344846.006 4170781.070, 344845.702 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",63114.745,King & Queen-LFG,2018
703,"10757    POLYGON ((383310.019 4070710.958, 383309.718 4...
10758    POLYGON ((383310.019 4070710.958, 383309.718 4...
10759    POLYGON ((383310.019 4070710.958, 383309.718 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",62405.073,Elizabeth River Power Station-NG,2009
343,"5644    POLYGON ((-29606.114 4087567.574, -29606.413 4...
5645    POLYGON ((-29606.114 4087567.574, -29606.413 4...
5646    POLYGON ((-29606.114 4087567.574, -29606.413 4...
5647    POLYGON ((-29606.114 4087567.574, -29606.413 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",61963.001,Byllesby 2-WAT,2005
316,"5654    POLYGON ((108717.938 4114300.626, 108717.641 4...
5655    POLYGON ((108717.938 4114300.626, 108717.641 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",61669.0,Leesville-WAT,2005
1573,"7364    POLYGON ((349899.052 4113683.320, 349898.756 4...
7365    POLYGON ((349899.052 4113683.320, 349898.756 4...
7366    POLYGON ((349899.052 4113683.320, 349898.756 4...
7367    POLYGON ((349899.052 4113683.320, 349898.756 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",61510.694,Gravel Neck-NG,2018
47,"10757    POLYGON ((383308.660 4070710.958, 383308.366 4...
10758    POLYGON ((383308.660 4070710.958, 383308.366 4...
10759    POLYGON ((383308.660 4070710.958, 383308.366 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",61046.58,Elizabeth River Power Station-NG,2001
1221,"5663    POLYGON ((96602.857 4109085.098, 96602.564 410...
5664    POLYGON ((96602.857 4109085.098, 96602.564 410...
5665    POLYGON ((96602.857 4109085.098, 96602.564 410...
5666    POLYGON ((96602.857 4109085.098, 96602.564 410...
5667    POLYGON ((96602.857 4109085.098, 96602.564 410...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",60748.0,Smith Mountain-WAT,2015
1257,"14775    POLYGON ((344843.238 4170781.070, 344842.948 4...
14776    POLYGON ((344843.238 4170781.070, 344842.948 4...
14777    POLYGON ((344843.238 4170781.070, 344842.948 4...
14778    POLYGON ((344843.238 4170781.070, 344842.948 4...
14779    POLYGON ((344843.238 4170781.070, 344842.948 4...
14780    POLYGON ((344843.238 4170781.070, 344842.948 4...
14781    POLYGON ((344843.238 4170781.070, 344842.948 4...
14782    POLYGON ((344843.238 4170781.070, 344842.948 4...
14783    POLYGON ((344843.238 4170781.070, 344842.948 4...
14784    POLYGON ((344843.238 4170781.070, 344842.948 4...
14785    POLYGON ((344843.238 4170781.070, 344842.948 4...
14786    POLYGON ((344843.238 4170781.070, 344842.948 4...
14787    POLYGON ((344843.238 4170781.070, 344842.948 4...
14788    POLYGON ((344843.238 4170781.070, 344842.948 4...
14789    POLYGON ((344843.238 4170781.070, 344842.948 4...
14790    POLYGON ((344843.238 4170781.070, 344842.948 4...
14791    POLYGON ((344843.238 4170781.070, 344842.948 4...
14792    POLYGON ((344843.238 4170781.070, 344842.948 4...
14793    POLYGON ((344843.238 4170781.070, 344842.948 4...
14794    POLYGON ((344843.238 4170781.070, 344842.948 4...
14795    POLYGON ((344843.238 4170781.070, 344842.948 4...
14796    POLYGON ((344843.238 4170781.070, 344842.948 4...
14797    POLYGON ((344843.238 4170781.070, 344842.948 4...
14798    POLYGON ((344843.238 4170781.070, 344842.948 4...
14799    POLYGON ((344843.238 4170781.070, 344842.948 4...
14800    POLYGON ((344843.238 4170781.070, 344842.948 4...
14801    POLYGON ((344843.238 4170781.070, 344842.948 4...
14802    POLYGON ((344843.238 4170781.070, 344842.948 4...
14803    POLYGON ((344843.238 4170781.070, 344842.948 4...
14804    POLYGON ((344843.238 4170781.070, 344842.948 4...
14805    POLYGON ((344843.238 4170781.070, 344842.948 4...
14806    POLYGON ((344843.238 4170781.070, 344842.948 4...
14807    POLYGON ((344843.238 4170781.070, 344842.948 4...
14808    POLYGON ((344843.238 4170781.070, 344842.948 4...
14809    POLYGON ((344843.238 4170781.070, 344842.948 4...
14810    POLYGON ((344843.238 4170781.070, 344842.948 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",60346.503,King & Queen-LFG,2015
19,"7523    POLYGON ((290683.935 4152779.477, 290683.645 4...
7524    POLYGON ((290683.935 4152779.477, 290683.645 4...
7525    POLYGON ((290683.935 4152779.477, 290683.645 4...
7526    POLYGON ((290683.935 4152779.477, 290683.645 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",60261.0,Darbytown-NG,2001
1159,"14775    POLYGON ((344842.936 4170781.070, 344842.647 4...
14776    POLYGON ((344842.936 4170781.070, 344842.647 4...
14777    POLYGON ((344842.936 4170781.070, 344842.647 4...
14778    POLYGON ((344842.936 4170781.070, 344842.647 4...
14779    POLYGON ((344842.936 4170781.070, 344842.647 4...
14780    POLYGON ((344842.936 4170781.070, 344842.647 4...
14781    POLYGON ((344842.936 4170781.070, 344842.647 4...
14782    POLYGON ((344842.936 4170781.070, 344842.647 4...
14783    POLYGON ((344842.936 4170781.070, 344842.647 4...
14784    POLYGON ((344842.936 4170781.070, 344842.647 4...
14785    POLYGON ((344842.936 4170781.070, 344842.647 4...
14786    POLYGON ((344842.936 4170781.070, 344842.647 4...
14787    POLYGON ((344842.936 4170781.070, 344842.647 4...
14788    POLYGON ((344842.936 4170781.070, 344842.647 4...
14789    POLYGON ((344842.936 4170781.070, 344842.647 4...
14790    POLYGON ((344842.936 4170781.070, 344842.647 4...
14791    POLYGON ((344842.936 4170781.070, 344842.647 4...
14792    POLYGON ((344842.936 4170781.070, 344842.647 4...
14793    POLYGON ((344842.936 4170781.070, 344842.647 4...
14794    POLYGON ((344842.936 4170781.070, 344842.647 4...
14795    POLYGON ((344842.936 4170781.070, 344842.647 4...
14796    POLYGON ((344842.936 4170781.070, 344842.647 4...
14797    POLYGON ((344842.936 4170781.070, 344842.647 4...
14798    POLYGON ((344842.936 4170781.070, 344842.647 4...
14799    POLYGON ((344842.936 4170781.070, 344842.647 4...
14800    POLYGON ((344842.936 4170781.070, 344842.647 4...
14801    POLYGON ((344842.936 4170781.070, 344842.647 4...
14802    POLYGON ((344842.936 4170781.070, 344842.647 4...
14803    POLYGON ((344842.936 4170781.070, 344842.647 4...
14804    POLYGON ((344842.936 4170781.070, 344842.647 4...
14805    POLYGON ((344842.936 4170781.070, 344842.647 4...
14806    POLYGON ((344842.936 4170781.070, 344842.647 4...
14807    POLYGON ((344842.936 4170781.070, 344842.647 4...
14808    POLYGON ((344842.936 4170781.070, 344842.647 4...
14809    POLYGON ((344842.936 4170781.070, 344842.647 4...
14810    POLYGON ((344842.936 4170781.070, 344842.647 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",60044.84,King & Queen-LFG,2014
1607,"14727    POLYGON ((278904.459 4136813.456, 278904.170 4...
14728    POLYGON ((278904.459 4136813.456, 278904.170 4...
14729    POLYGON ((278904.459 4136813.456, 278904.170 4...
14730    POLYGON ((278904.459 4136813.456, 278904.170 4...
14731    POLYGON ((278904.459 4136813.456, 278904.170 4...
14732    POLYGON ((278904.459 4136813.456, 278904.170 4...
14733    POLYGON ((278904.459 4136813.456, 278904.170 4...
14734    POLYGON ((278904.459 4136813.456, 278904.170 4...
14735    POLYGON ((278904.459 4136813.456, 278904.170 4...
14736    POLYGON ((278904.459 4136813.456, 278904.170 4...
14737    POLYGON ((278904.459 4136813.456, 278904.170 4...
14738    POLYGON ((278904.459 4136813.456, 278904.170 4...
14739    POLYGON ((278904.459 4136813.456, 278904.170 4...
14740    POLYGON ((278904.459 4136813.456, 278904.170 4...
14741    POLYGON ((278904.459 4136813.456, 278904.170 4...
14742    POLYGON ((278904.459 4136813.456, 278904.170 4...
14743    POLYGON ((278904.459 4136813.456, 278904.170 4...
14744    POLYGON ((278904.459 4136813.456, 278904.170 4...
14745    POLYGON ((278904.459 4136813.456, 278904.170 4...
14746    POLYGON ((278904.459 4136813.456, 278904.170 4...
14747    POLYGON ((278904.459 4136813.456, 278904.170 4...
14748    POLYGON ((278904.459 4136813.456, 278904.170 4...
14749    POLYGON ((278904.459 4136813.456, 278904.170 4...
14750    POLYGON ((278904.459 4136813.456, 278904.170 4...
14751    POLYGON ((278904.459 4136813.456, 278904.170 4...
14752    POLYGON ((278904.459 4136813.456, 278904.170 4...
14753    POLYGON ((278904.459 4136813.456, 278904.170 4...
14754    POLYGON ((278904.459 4136813.456, 278904.170 4...
14755    POLYGON ((278904.459 4136813.456, 278904.170 4...
14756    POLYGON ((278904.459 4136813.456, 278904.170 4...
14757    POLYGON ((278904.459 4136813.456, 278904.170 4...
14758    POLYGON ((278904.459 4136813.456, 278904.170 4...
14759    POLYGON ((278904.459 4136813.456, 278904.170 4...
14760    POLYGON ((278904.459 4136813.456, 278904.170 4...
14761    POLYGON ((278904.459 4136813.456, 278904.170 4...
14762    POLYGON ((278904.459 4136813.456, 278904.170 4...
14763    POLYGON ((278904.459 4136813.456, 278904.170 4...
14764    POLYGON ((278904.459 4136813.456, 278904.170 4...
14765    POLYGON ((278904.459 4136813.456, 278904.170 4...
14766    POLYGON ((278904.459 4136813.456, 278904.170 4...
14767    POLYGON ((278904.459 4136813.456, 278904.170 4...
14768    POLYGON ((278904.459 4136813.456, 278904.170 4...
14769    POLYGON ((278904.459 4136813.456, 278904.170 4...
14770    POLYGON ((278904.459 4136813.456, 278904.170 4...
14771    POLYGON ((278904.459 4136813.456, 278904.170 4...
14772    POLYGON ((278904.459 4136813.456, 278904.170 4...
14773    POLYGON ((278904.459 4136813.456, 278904.170 4...
14774    POLYGON ((278904.459 4136813.456, 278904.170 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",60013.441,Chesterfield Landfill Gas-LFG,2018
