,geometry,color,mw,plantName,year
1567,"14108    POLYGON ((278454.125 4240055.669, 278430.049 4...
14109    POLYGON ((278454.125 4240055.669, 278430.049 4...
14110    POLYGON ((278454.125 4240055.669, 278430.049 4...
14111    POLYGON ((278454.125 4240055.669, 278430.049 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",120.0,Electric Avenue Facility-DFO,2018
907,"5692    POLYGON ((74066.591 4192358.463, 74042.515 419...
5693    POLYGON ((74066.591 4192358.463, 74042.515 419...
5694    POLYGON ((74066.591 4192358.463, 74042.515 419...
5695    POLYGON ((74066.591 4192358.463, 74042.515 419...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",120.0,Low Moor-DFO,2011
257,"10140    POLYGON ((119962.777 4163042.286, 119938.701 4...
10141    POLYGON ((119962.777 4163042.286, 119938.701 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",119.789,Georgia-Pacific Big Island-WAT,2004
1504,"19625    POLYGON ((441524.692 4177813.769, 441500.616 4...
19626    POLYGON ((441524.692 4177813.769, 441500.616 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",118.0,Onancock Diesel Generation Facility-DFO,2017
971,"8378    POLYGON ((316953.164 4063349.884, 316929.088 4...
8379    POLYGON ((316953.164 4063349.884, 316929.088 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",118.0,Nottoway Diesel Generating Facility-DFO,2012
920,"6934     POLYGON ((417744.582 4187161.301, 417720.505 4...
6935     POLYGON ((417744.582 4187161.301, 417720.505 4...
26435    POLYGON ((417744.582 4187161.301, 417720.505 4...
26436    POLYGON ((417744.582 4187161.301, 417720.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",117.0,Tangier-DFO,2012
1492,"19623    POLYGON ((447205.264 4177388.869, 447181.188 4...
19624    POLYGON ((447205.264 4177388.869, 447181.188 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",116.0,Perdue Diesel Generation Facility-DFO,2017
1483,"19621    POLYGON ((435143.887 4156031.429, 435119.811 4...
19622    POLYGON ((435143.887 4156031.429, 435119.811 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",114.0,Belle Haven Diesel Generation Facility-DFO,2017
941,"11683    POLYGON ((286018.966 4119198.725, 285994.889 4...
11684    POLYGON ((286018.966 4119198.725, 285994.889 4...
11685    POLYGON ((286018.966 4119198.725, 285994.889 4...
11686    POLYGON ((286018.966 4119198.725, 285994.889 4...
11687    POLYGON ((286018.966 4119198.725, 285994.889 4...
11688    POLYGON ((286018.966 4119198.725, 285994.889 4...
11689    POLYGON ((286018.966 4119198.725, 285994.889 4...
11690    POLYGON ((286018.966 4119198.725, 285994.889 4...
11691    POLYGON ((286018.966 4119198.725, 285994.889 4...
11692    POLYGON ((286018.966 4119198.725, 285994.889 4...
11693    POLYGON ((286018.966 4119198.725, 285994.889 4...
11694    POLYGON ((286018.966 4119198.725, 285994.889 4...
11695    POLYGON ((286018.966 4119198.725, 285994.889 4...
11696    POLYGON ((286018.966 4119198.725, 285994.889 4...
11697    POLYGON ((286018.966 4119198.725, 285994.889 4...
11698    POLYGON ((286018.966 4119198.725, 285994.889 4...
11699    POLYGON ((286018.966 4119198.725, 285994.889 4...
11700    POLYGON ((286018.966 4119198.725, 285994.889 4...
11701    POLYGON ((286018.966 4119198.725, 285994.889 4...
11702    POLYGON ((286018.966 4119198.725, 285994.889 4...
11703    POLYGON ((286018.966 4119198.725, 285994.889 4...
11704    POLYGON ((286018.966 4119198.725, 285994.889 4...
11705    POLYGON ((286018.966 4119198.725, 285994.889 4...
11706    POLYGON ((286018.966 4119198.725, 285994.889 4...
11707    POLYGON ((286018.966 4119198.725, 285994.889 4...
11708    POLYGON ((286018.966 4119198.725, 285994.889 4...
11709    POLYGON ((286018.966 4119198.725, 285994.889 4...
11710    POLYGON ((286018.966 4119198.725, 285994.889 4...
11711    POLYGON ((286018.966 4119198.725, 285994.889 4...
11712    POLYGON ((286018.966 4119198.725, 285994.889 4...
11713    POLYGON ((286018.966 4119198.725, 285994.889 4...
11714    POLYGON ((286018.966 4119198.725, 285994.889 4...
11715    POLYGON ((286018.966 4119198.725, 285994.889 4...
11716    POLYGON ((286018.966 4119198.725, 285994.889 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",111.0,Boydton Plank Road Cogen Plant-DFO,2012
988,"8376    POLYGON ((240298.581 4131813.592, 240274.505 4...
8377    POLYGON ((240298.581 4131813.592, 240274.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",110.0,Ponton Diesel Generating Facility-DFO,2012
766,"7740    POLYGON ((287016.419 4290971.401, 286992.343 4...
7741    POLYGON ((287016.419 4290971.401, 286992.343 4...
7742    POLYGON ((287016.419 4290971.401, 286992.343 4...
7743    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",107.0,Godwin Drive Plant-DFO,2010
1069,"8378    POLYGON ((316953.164 4063349.884, 316929.088 4...
8379    POLYGON ((316953.164 4063349.884, 316929.088 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",106.0,Nottoway Diesel Generating Facility-DFO,2013
790,"8061    POLYGON ((286825.581 4289281.441, 286801.505 4...
8062    POLYGON ((286825.581 4289281.441, 286801.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",106.0,Gateway Gen-DFO,2010
1234,"13531    POLYGON ((333270.344 4061126.426, 333246.268 4...
13532    POLYGON ((333270.344 4061126.426, 333246.268 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",105.0,Downtown-DFO,2015
730,"13529    POLYGON ((332801.235 4058792.732, 332777.159 4...
13530    POLYGON ((332801.235 4058792.732, 332777.159 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",105.0,Pretlow-DFO,2010
1304,"5696    POLYGON ((354671.336 4201648.042, 354647.260 4...
5697    POLYGON ((354671.336 4201648.042, 354647.260 4...
5698    POLYGON ((354671.336 4201648.042, 354647.260 4...
5699    POLYGON ((354671.336 4201648.042, 354647.260 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,Northern Neck-DFO,2015
1174,"14895    POLYGON ((270156.974 4176269.847, 270132.897 4...
14896    POLYGON ((270156.974 4176269.847, 270132.897 4...
14897    POLYGON ((270156.974 4176269.847, 270132.897 4...
14898    POLYGON ((270156.974 4176269.847, 270132.897 4...
14899    POLYGON ((270156.974 4176269.847, 270132.897 4...
14900    POLYGON ((270156.974 4176269.847, 270132.897 4...
14901    POLYGON ((270156.974 4176269.847, 270132.897 4...
14902    POLYGON ((270156.974 4176269.847, 270132.897 4...
14903    POLYGON ((270156.974 4176269.847, 270132.897 4...
14904    POLYGON ((270156.974 4176269.847, 270132.897 4...
14905    POLYGON ((270156.974 4176269.847, 270132.897 4...
14906    POLYGON ((270156.974 4176269.847, 270132.897 4...
14907    POLYGON ((270156.974 4176269.847, 270132.897 4...
14908    POLYGON ((270156.974 4176269.847, 270132.897 4...
14909    POLYGON ((270156.974 4176269.847, 270132.897 4...
14910    POLYGON ((270156.974 4176269.847, 270132.897 4...
14911    POLYGON ((270156.974 4176269.847, 270132.897 4...
14912    POLYGON ((270156.974 4176269.847, 270132.897 4...
14913    POLYGON ((270156.974 4176269.847, 270132.897 4...
14914    POLYGON ((270156.974 4176269.847, 270132.897 4...
14915    POLYGON ((270156.974 4176269.847, 270132.897 4...
14916    POLYGON ((270156.974 4176269.847, 270132.897 4...
14917    POLYGON ((270156.974 4176269.847, 270132.897 4...
14918    POLYGON ((270156.974 4176269.847, 270132.897 4...
14919    POLYGON ((270156.974 4176269.847, 270132.897 4...
14920    POLYGON ((270156.974 4176269.847, 270132.897 4...
14921    POLYGON ((270156.974 4176269.847, 270132.897 4...
14922    POLYGON ((270156.974 4176269.847, 270132.897 4...
14923    POLYGON ((270156.974 4176269.847, 270132.897 4...
14924    POLYGON ((270156.974 4176269.847, 270132.897 4...
14925    POLYGON ((270156.974 4176269.847, 270132.897 4...
14926    POLYGON ((270156.974 4176269.847, 270132.897 4...
14927    POLYGON ((270156.974 4176269.847, 270132.897 4...
14928    POLYGON ((270156.974 4176269.847, 270132.897 4...
14929    POLYGON ((270156.974 4176269.847, 270132.897 4...
14930    POLYGON ((270156.974 4176269.847, 270132.897 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,Rockville 1 & 2-DFO,2014
1217,"28048    POLYGON ((288541.190 4291824.987, 288517.113 4...
28049    POLYGON ((288541.190 4291824.987, 288517.113 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,Dean Drive Area Electric Generators-DFO,2015
1215,"13529    POLYGON ((332801.235 4058792.732, 332777.159 4...
13530    POLYGON ((332801.235 4058792.732, 332777.159 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,Pretlow-DFO,2015
1437,"7752    POLYGON ((287016.419 4290971.401, 286992.343 4...
7753    POLYGON ((287016.419 4290971.401, 286992.343 4...
7754    POLYGON ((287016.419 4290971.401, 286992.343 4...
7755    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,VMEA Peaking Gen-DFO,2017
214,"6934     POLYGON ((417744.582 4187161.301, 417720.505 4...
6935     POLYGON ((417744.582 4187161.301, 417720.505 4...
26435    POLYGON ((417744.582 4187161.301, 417720.505 4...
26436    POLYGON ((417744.582 4187161.301, 417720.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",102.0,Tangier-DFO,2004
839,"7744     POLYGON ((287016.419 4290971.401, 286992.343 4...
7745     POLYGON ((287016.419 4290971.401, 286992.343 4...
7746     POLYGON ((287016.419 4290971.401, 286992.343 4...
7747     POLYGON ((287016.419 4290971.401, 286992.343 4...
7748     POLYGON ((287016.419 4290971.401, 286992.343 4...
7749     POLYGON ((287016.419 4290971.401, 286992.343 4...
7750     POLYGON ((287016.419 4290971.401, 286992.343 4...
7751     POLYGON ((287016.419 4290971.401, 286992.343 4...
26617    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",101.0,VMEA 1 Credit Gen-DFO,2011
280,"5692    POLYGON ((74066.591 4192358.463, 74042.515 419...
5693    POLYGON ((74066.591 4192358.463, 74042.515 419...
5694    POLYGON ((74066.591 4192358.463, 74042.515 419...
5695    POLYGON ((74066.591 4192358.463, 74042.515 419...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",101.0,Low Moor-DFO,2004
733,"28048    POLYGON ((288541.190 4291824.987, 288517.113 4...
28049    POLYGON ((288541.190 4291824.987, 288517.113 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",100.0,Dean Drive Area Electric Generators-DFO,2010
683,"8378    POLYGON ((316953.164 4063349.884, 316929.088 4...
8379    POLYGON ((316953.164 4063349.884, 316929.088 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",100.0,Nottoway Diesel Generating Facility-DFO,2009
1206,"7737     POLYGON ((290975.753 4292175.250, 290951.677 4...
7738     POLYGON ((290975.753 4292175.250, 290951.677 4...
7739     POLYGON ((290975.753 4292175.250, 290951.677 4...
26614    POLYGON ((290975.753 4292175.250, 290951.677 4...
26615    POLYGON ((290975.753 4292175.250, 290951.677 4...
26616    POLYGON ((290975.753 4292175.250, 290951.677 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",100.0,Church Street Plant-DFO,2014
513,"8376    POLYGON ((240298.581 4131813.592, 240274.505 4...
8377    POLYGON ((240298.581 4131813.592, 240274.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",98.00200000000001,Ponton Diesel Generating Facility-DFO,2007
1057,"7740    POLYGON ((287016.419 4290971.401, 286992.343 4...
7741    POLYGON ((287016.419 4290971.401, 286992.343 4...
7742    POLYGON ((287016.419 4290971.401, 286992.343 4...
7743    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",97.0,Godwin Drive Plant-DFO,2013
698,"8376    POLYGON ((240298.581 4131813.592, 240274.505 4...
8377    POLYGON ((240298.581 4131813.592, 240274.505 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",97.0,Ponton Diesel Generating Facility-DFO,2009
1479,"8056     POLYGON ((287954.521 4291363.372, 287930.444 4...
8057     POLYGON ((287954.521 4291363.372, 287930.444 4...
8058     POLYGON ((287954.521 4291363.372, 287930.444 4...
8059     POLYGON ((287954.521 4291363.372, 287930.444 4...
8060     POLYGON ((287954.521 4291363.372, 287930.444 4...
26724    POLYGON ((287954.521 4291363.372, 287930.444 4...
26725    POLYGON ((287954.521 4291363.372, 287930.444 4...
26726    POLYGON ((287954.521 4291363.372, 287930.444 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",96.0,Dominion/Lo Mar-DFO,2017
1566,"7740    POLYGON ((287016.419 4290971.401, 286992.343 4...
7741    POLYGON ((287016.419 4290971.401, 286992.343 4...
7742    POLYGON ((287016.419 4290971.401, 286992.343 4...
7743    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",96.0,Godwin Drive Plant-DFO,2018
1374,"14895    POLYGON ((270156.974 4176269.847, 270132.897 4...
14896    POLYGON ((270156.974 4176269.847, 270132.897 4...
14897    POLYGON ((270156.974 4176269.847, 270132.897 4...
14898    POLYGON ((270156.974 4176269.847, 270132.897 4...
14899    POLYGON ((270156.974 4176269.847, 270132.897 4...
14900    POLYGON ((270156.974 4176269.847, 270132.897 4...
14901    POLYGON ((270156.974 4176269.847, 270132.897 4...
14902    POLYGON ((270156.974 4176269.847, 270132.897 4...
14903    POLYGON ((270156.974 4176269.847, 270132.897 4...
14904    POLYGON ((270156.974 4176269.847, 270132.897 4...
14905    POLYGON ((270156.974 4176269.847, 270132.897 4...
14906    POLYGON ((270156.974 4176269.847, 270132.897 4...
14907    POLYGON ((270156.974 4176269.847, 270132.897 4...
14908    POLYGON ((270156.974 4176269.847, 270132.897 4...
14909    POLYGON ((270156.974 4176269.847, 270132.897 4...
14910    POLYGON ((270156.974 4176269.847, 270132.897 4...
14911    POLYGON ((270156.974 4176269.847, 270132.897 4...
14912    POLYGON ((270156.974 4176269.847, 270132.897 4...
14913    POLYGON ((270156.974 4176269.847, 270132.897 4...
14914    POLYGON ((270156.974 4176269.847, 270132.897 4...
14915    POLYGON ((270156.974 4176269.847, 270132.897 4...
14916    POLYGON ((270156.974 4176269.847, 270132.897 4...
14917    POLYGON ((270156.974 4176269.847, 270132.897 4...
14918    POLYGON ((270156.974 4176269.847, 270132.897 4...
14919    POLYGON ((270156.974 4176269.847, 270132.897 4...
14920    POLYGON ((270156.974 4176269.847, 270132.897 4...
14921    POLYGON ((270156.974 4176269.847, 270132.897 4...
14922    POLYGON ((270156.974 4176269.847, 270132.897 4...
14923    POLYGON ((270156.974 4176269.847, 270132.897 4...
14924    POLYGON ((270156.974 4176269.847, 270132.897 4...
14925    POLYGON ((270156.974 4176269.847, 270132.897 4...
14926    POLYGON ((270156.974 4176269.847, 270132.897 4...
14927    POLYGON ((270156.974 4176269.847, 270132.897 4...
14928    POLYGON ((270156.974 4176269.847, 270132.897 4...
14929    POLYGON ((270156.974 4176269.847, 270132.897 4...
14930    POLYGON ((270156.974 4176269.847, 270132.897 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",94.0,Rockville 1 & 2-DFO,2016
1335,"11683    POLYGON ((286018.966 4119198.725, 285994.889 4...
11684    POLYGON ((286018.966 4119198.725, 285994.889 4...
11685    POLYGON ((286018.966 4119198.725, 285994.889 4...
11686    POLYGON ((286018.966 4119198.725, 285994.889 4...
11687    POLYGON ((286018.966 4119198.725, 285994.889 4...
11688    POLYGON ((286018.966 4119198.725, 285994.889 4...
11689    POLYGON ((286018.966 4119198.725, 285994.889 4...
11690    POLYGON ((286018.966 4119198.725, 285994.889 4...
11691    POLYGON ((286018.966 4119198.725, 285994.889 4...
11692    POLYGON ((286018.966 4119198.725, 285994.889 4...
11693    POLYGON ((286018.966 4119198.725, 285994.889 4...
11694    POLYGON ((286018.966 4119198.725, 285994.889 4...
11695    POLYGON ((286018.966 4119198.725, 285994.889 4...
11696    POLYGON ((286018.966 4119198.725, 285994.889 4...
11697    POLYGON ((286018.966 4119198.725, 285994.889 4...
11698    POLYGON ((286018.966 4119198.725, 285994.889 4...
11699    POLYGON ((286018.966 4119198.725, 285994.889 4...
11700    POLYGON ((286018.966 4119198.725, 285994.889 4...
11701    POLYGON ((286018.966 4119198.725, 285994.889 4...
11702    POLYGON ((286018.966 4119198.725, 285994.889 4...
11703    POLYGON ((286018.966 4119198.725, 285994.889 4...
11704    POLYGON ((286018.966 4119198.725, 285994.889 4...
11705    POLYGON ((286018.966 4119198.725, 285994.889 4...
11706    POLYGON ((286018.966 4119198.725, 285994.889 4...
11707    POLYGON ((286018.966 4119198.725, 285994.889 4...
11708    POLYGON ((286018.966 4119198.725, 285994.889 4...
11709    POLYGON ((286018.966 4119198.725, 285994.889 4...
11710    POLYGON ((286018.966 4119198.725, 285994.889 4...
11711    POLYGON ((286018.966 4119198.725, 285994.889 4...
11712    POLYGON ((286018.966 4119198.725, 285994.889 4...
11713    POLYGON ((286018.966 4119198.725, 285994.889 4...
11714    POLYGON ((286018.966 4119198.725, 285994.889 4...
11715    POLYGON ((286018.966 4119198.725, 285994.889 4...
11716    POLYGON ((286018.966 4119198.725, 285994.889 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",94.0,Boydton Plank Road Cogen Plant-DFO,2016
562,"11683    POLYGON ((286018.966 4119198.725, 285994.889 4...
11684    POLYGON ((286018.966 4119198.725, 285994.889 4...
11685    POLYGON ((286018.966 4119198.725, 285994.889 4...
11686    POLYGON ((286018.966 4119198.725, 285994.889 4...
11687    POLYGON ((286018.966 4119198.725, 285994.889 4...
11688    POLYGON ((286018.966 4119198.725, 285994.889 4...
11689    POLYGON ((286018.966 4119198.725, 285994.889 4...
11690    POLYGON ((286018.966 4119198.725, 285994.889 4...
11691    POLYGON ((286018.966 4119198.725, 285994.889 4...
11692    POLYGON ((286018.966 4119198.725, 285994.889 4...
11693    POLYGON ((286018.966 4119198.725, 285994.889 4...
11694    POLYGON ((286018.966 4119198.725, 285994.889 4...
11695    POLYGON ((286018.966 4119198.725, 285994.889 4...
11696    POLYGON ((286018.966 4119198.725, 285994.889 4...
11697    POLYGON ((286018.966 4119198.725, 285994.889 4...
11698    POLYGON ((286018.966 4119198.725, 285994.889 4...
11699    POLYGON ((286018.966 4119198.725, 285994.889 4...
11700    POLYGON ((286018.966 4119198.725, 285994.889 4...
11701    POLYGON ((286018.966 4119198.725, 285994.889 4...
11702    POLYGON ((286018.966 4119198.725, 285994.889 4...
11703    POLYGON ((286018.966 4119198.725, 285994.889 4...
11704    POLYGON ((286018.966 4119198.725, 285994.889 4...
11705    POLYGON ((286018.966 4119198.725, 285994.889 4...
11706    POLYGON ((286018.966 4119198.725, 285994.889 4...
11707    POLYGON ((286018.966 4119198.725, 285994.889 4...
11708    POLYGON ((286018.966 4119198.725, 285994.889 4...
11709    POLYGON ((286018.966 4119198.725, 285994.889 4...
11710    POLYGON ((286018.966 4119198.725, 285994.889 4...
11711    POLYGON ((286018.966 4119198.725, 285994.889 4...
11712    POLYGON ((286018.966 4119198.725, 285994.889 4...
11713    POLYGON ((286018.966 4119198.725, 285994.889 4...
11714    POLYGON ((286018.966 4119198.725, 285994.889 4...
11715    POLYGON ((286018.966 4119198.725, 285994.889 4...
11716    POLYGON ((286018.966 4119198.725, 285994.889 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",92.728,Boydton Plank Road Cogen Plant-DFO,2008
498,"8378    POLYGON ((316953.164 4063349.884, 316929.088 4...
8379    POLYGON ((316953.164 4063349.884, 316929.088 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",92.0,Nottoway Diesel Generating Facility-DFO,2007
1155,"14108    POLYGON ((278454.125 4240055.669, 278430.049 4...
14109    POLYGON ((278454.125 4240055.669, 278430.049 4...
14110    POLYGON ((278454.125 4240055.669, 278430.049 4...
14111    POLYGON ((278454.125 4240055.669, 278430.049 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",91.0,Electric Avenue Facility-DFO,2014
1301,"5692    POLYGON ((74066.591 4192358.463, 74042.515 419...
5693    POLYGON ((74066.591 4192358.463, 74042.515 419...
5694    POLYGON ((74066.591 4192358.463, 74042.515 419...
5695    POLYGON ((74066.591 4192358.463, 74042.515 419...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",91.0,Low Moor-DFO,2015
1510,"13596    POLYGON ((167773.317 4264835.404, 167749.240 4...
13597    POLYGON ((167773.317 4264835.404, 167749.240 4...
13598    POLYGON ((167773.317 4264835.404, 167749.240 4...
13599    POLYGON ((167773.317 4264835.404, 167749.240 4...
13600    POLYGON ((167773.317 4264835.404, 167749.240 4...
13601    POLYGON ((167773.317 4264835.404, 167749.240 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",89.18,Mount Clinton-DFO,2017
978,"8056     POLYGON ((287954.521 4291363.372, 287930.444 4...
8057     POLYGON ((287954.521 4291363.372, 287930.444 4...
8058     POLYGON ((287954.521 4291363.372, 287930.444 4...
8059     POLYGON ((287954.521 4291363.372, 287930.444 4...
8060     POLYGON ((287954.521 4291363.372, 287930.444 4...
26724    POLYGON ((287954.521 4291363.372, 287930.444 4...
26725    POLYGON ((287954.521 4291363.372, 287930.444 4...
26726    POLYGON ((287954.521 4291363.372, 287930.444 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",87.0,Dominion/Lo Mar-DFO,2012
860,"14931    POLYGON ((397758.191 4071784.520, 397734.115 4...
14932    POLYGON ((397758.191 4071784.520, 397734.115 4...
14933    POLYGON ((397758.191 4071784.520, 397734.115 4...
14934    POLYGON ((397758.191 4071784.520, 397734.115 4...
14935    POLYGON ((397758.191 4071784.520, 397734.115 4...
14936    POLYGON ((397758.191 4071784.520, 397734.115 4...
14937    POLYGON ((397758.191 4071784.520, 397734.115 4...
14938    POLYGON ((397758.191 4071784.520, 397734.115 4...
14939    POLYGON ((397758.191 4071784.520, 397734.115 4...
14940    POLYGON ((397758.191 4071784.520, 397734.115 4...
14941    POLYGON ((397758.191 4071784.520, 397734.115 4...
14942    POLYGON ((397758.191 4071784.520, 397734.115 4...
14943    POLYGON ((397758.191 4071784.520, 397734.115 4...
14944    POLYGON ((397758.191 4071784.520, 397734.115 4...
14945    POLYGON ((397758.191 4071784.520, 397734.115 4...
14946    POLYGON ((397758.191 4071784.520, 397734.115 4...
14947    POLYGON ((397758.191 4071784.520, 397734.115 4...
14948    POLYGON ((397758.191 4071784.520, 397734.115 4...
14949    POLYGON ((397758.191 4071784.520, 397734.115 4...
14950    POLYGON ((397758.191 4071784.520, 397734.115 4...
14951    POLYGON ((397758.191 4071784.520, 397734.115 4...
14952    POLYGON ((397758.191 4071784.520, 397734.115 4...
14953    POLYGON ((397758.191 4071784.520, 397734.115 4...
14954    POLYGON ((397758.191 4071784.520, 397734.115 4...
14955    POLYGON ((397758.191 4071784.520, 397734.115 4...
14956    POLYGON ((397758.191 4071784.520, 397734.115 4...
14957    POLYGON ((397758.191 4071784.520, 397734.115 4...
14958    POLYGON ((397758.191 4071784.520, 397734.115 4...
14959    POLYGON ((397758.191 4071784.520, 397734.115 4...
14960    POLYGON ((397758.191 4071784.520, 397734.115 4...
14961    POLYGON ((397758.191 4071784.520, 397734.115 4...
14962    POLYGON ((397758.191 4071784.520, 397734.115 4...
14963    POLYGON ((397758.191 4071784.520, 397734.115 4...
14964    POLYGON ((397758.191 4071784.520, 397734.115 4...
14965    POLYGON ((397758.191 4071784.520, 397734.115 4...
14966    POLYGON ((397758.191 4071784.520, 397734.115 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",86.31299999999999,Virginia Beach-LFG,2011
1116,"13529    POLYGON ((332801.235 4058792.732, 332777.159 4...
13530    POLYGON ((332801.235 4058792.732, 332777.159 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",86.0,Pretlow-DFO,2014
1035,"7752    POLYGON ((287016.419 4290971.401, 286992.343 4...
7753    POLYGON ((287016.419 4290971.401, 286992.343 4...
7754    POLYGON ((287016.419 4290971.401, 286992.343 4...
7755    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",86.0,VMEA Peaking Gen-DFO,2013
1058,"14108    POLYGON ((278454.125 4240055.669, 278430.049 4...
14109    POLYGON ((278454.125 4240055.669, 278430.049 4...
14110    POLYGON ((278454.125 4240055.669, 278430.049 4...
14111    POLYGON ((278454.125 4240055.669, 278430.049 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",86.0,Electric Avenue Facility-DFO,2013
1461,"7740    POLYGON ((287016.419 4290971.401, 286992.343 4...
7741    POLYGON ((287016.419 4290971.401, 286992.343 4...
7742    POLYGON ((287016.419 4290971.401, 286992.343 4...
7743    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",84.0,Godwin Drive Plant-DFO,2017
1137,"13531    POLYGON ((333270.344 4061126.426, 333246.268 4...
13532    POLYGON ((333270.344 4061126.426, 333246.268 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",84.0,Downtown-DFO,2014
632,"27112    POLYGON ((163580.339 4219469.961, 163556.263 4...
27113    POLYGON ((163580.339 4219469.961, 163556.263 4...
27114    POLYGON ((163580.339 4219469.961, 163556.263 4...
27115    POLYGON ((163580.339 4219469.961, 163556.263 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",83.84700000000001,Waynesboro Virginia Plant-BIT,2009
1541,"7752    POLYGON ((287016.419 4290971.401, 286992.343 4...
7753    POLYGON ((287016.419 4290971.401, 286992.343 4...
7754    POLYGON ((287016.419 4290971.401, 286992.343 4...
7755    POLYGON ((287016.419 4290971.401, 286992.343 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",83.0,VMEA Peaking Gen-DFO,2018
