plant_code,state,fuels
7737,SC,"['DFO', 'BIT', 'WDS', 'BLQ']"
7738,FL,['DFO']
7744,FL,"['DFO', 'NG']"
7749,MO,['NG']
7751,AK,['WAT']
7752,AK,['WAT']
7754,MO,['NG']
7757,OK,['NG']
7758,IA,['DFO']
7759,IN,['NG']
7760,IL,['NG']
7763,IN,['NG']
7764,GA,"['DFO', 'NG']"
7766,KS,['DFO']
7767,UT,['DFO']
7768,GA,"['DFO', 'NG']"
7769,HI,['WND']
7770,IL,['NG']
7771,NE,['WND']
7774,OH,['DFO']
7775,OH,['DFO']
7776,OH,['DFO']
7777,OH,['DFO']
7778,OH,['DFO']
7779,OH,['DFO']
7780,OH,['DFO']
7781,OH,['DFO']
7782,OH,['NG']
7783,OH,['NG']
7784,NY,['NG']
7789,NM,['WAT']
7790,UT,"[nan, 'BIT', 'WC', 'DFO']"
7791,OH,['DFO']
7795,WI,"['DFO', 'NG']"
7797,VA,['DFO']
7798,VA,['DFO']
7799,WI,['NG']
7805,NC,"['DFO', 'NG']"
7806,MI,"['DFO', nan, 'NG']"
7807,OH,['WAT']
7810,WI,"['DFO', 'WAT']"
7813,GA,['NG']
7814,SC,['DFO']
7818,IL,"['DFO', 'NG']"
7820,MI,['WAT']
7821,MI,['WAT']
7822,WI,['WAT']
7824,CA,"['DFO', nan, 'NG']"
7825,AR,['NG']
7826,NC,"['DFO', nan, 'NG']"
7827,OH,['DFO']
7828,OH,['DFO']
7829,GA,['NG']
7831,MI,['DFO']
7832,WA,['LFG']
7834,SC,"['DFO', nan, 'NG']"
7835,MD,['NG']
7836,VA,"['DFO', 'NG']"
7837,VA,"['DFO', 'NG']"
7838,VA,"['DFO', 'NG']"
7839,VA,"['DFO', 'NG']"
7841,AK,['WO']
7842,IL,['NG']
7843,MN,"['DFO', 'NG']"
7844,MN,"['DFO', 'NG']"
7845,TN,"[nan, 'DFO', 'NG']"
7846,FL,"['DFO', nan, 'NG']"
7847,IA,['DFO']
7848,MO,"['DFO', 'NG']"
7849,IA,['DFO']
7850,IA,['DFO']
7851,IA,['DFO']
7853,IA,['DFO']
7854,IL,['DFO']
7855,MN,['WND']
7856,IA,['DFO']
7857,IA,['DFO']
7858,IL,['NG']
7860,MO,['DFO']
7862,AK,['WAT']
7863,WI,"['DFO', 'NG']"
7865,IA,['DFO']
7867,WA,['WAT']
7869,NY,"['DFO', 'KER', 'NG']"
7870,WA,"['DFO', 'NG']"
7872,OH,"['DFO', 'NG']"
7873,FL,"[nan, 'DFO', 'NG']"
7874,OH,['DFO']
7875,MS,['NG']
7876,AL,['NG']
7877,AL,['NG']
7878,OH,['DFO']
7879,GA,"['DFO', 'NG']"
7880,GA,"['DFO', 'NG']"
7881,GA,"['DFO', 'NG']"
7882,WI,['WND']
7883,TN,['DFO']
7884,ND,['DFO']
7886,WI,['WND']
7887,NE,"['DFO', nan, 'LFG', 'NG']"
7889,FL,"['DFO', 'NG']"
7890,FL,"['DFO', nan, 'NG']"
7893,FL,"['DFO', nan, 'NG']"
7894,KY,"[nan, 'DFO', 'NG']"
7897,AL,['NG']
7898,OH,['DFO']
7900,TX,['NG']
7901,WI,['WND']
7902,TX,"['LIG', 'SUB', 'NG']"
7903,MO,['NG']
7907,CA,['WAT']
7909,NY,['NG']
7910,NY,['NG']
7911,CA,['WAT']
7912,NY,['NG']
7913,NY,['NG']
7914,NY,['NG']
7915,NY,['NG']
7916,GA,"[nan, 'DFO', 'NG']"
7917,GA,['NG']
7918,OH,['DFO']
7919,OH,['DFO']
7920,IA,['DFO']
7921,IA,['DFO']
7922,IA,['DFO']
7924,AL,['DFO']
7925,MN,"['DFO', nan, 'NG']"
7926,IA,['DFO']
7927,TN,['WND']
7928,KS,"[nan, 'DFO', 'NG']"
7929,KS,['NG']
7930,KS,['NG']
7931,OR,['NG']
7932,MI,['NG']
7934,IL,['DFO']
7935,MO,['DFO']
7936,WA,['WND']
7937,CO,['WND']
7940,VA,['DFO']
7941,VA,['DFO']
7942,CA,['WAT']
7946,GA,['NG']
7947,MN,"['DFO', nan, 'NG']"
7948,IN,['NG']
7950,TN,['NG']
7953,ID,['NG']
7954,FL,['DFO']
7955,NE,['LFG']
7956,SD,"['DFO', 'NG']"
7957,SC,"['DFO', nan, 'NG']"
7958,SC,['LFG']
7960,MS,"['DFO', 'NG']"
7962,DE,"['DFO', 'NG']"
7963,FL,['LFG']
7964,MO,"['DFO', 'NG']"
7965,NE,['WND']
7966,IA,['WND']
7967,NM,['NG']
7968,GA,"['DFO', 'NG']"
7970,MI,['DFO']
7971,IA,['DFO']
7972,MI,['NG']
7973,KS,['DFO']
7974,SD,['WND']
7975,NM,"['DFO', 'NG']"
7976,KS,['DFO']
7977,MN,['DFO']
7981,SC,"['DFO', 'NG']"
7982,MN,['DFO']
7984,MI,['NG']
7985,IA,['NG']
7987,CA,['NG']
7988,MS,['NG']
7989,MS,['NG']
7990,IL,['DFO']
7991,WI,"['DFO', 'NG']"
7994,WA,['DFO']
7995,CO,['DFO']
7997,FL,['DFO']
7998,AZ,['LFG']
7999,WA,['NG']
8000,NE,['NG']
8002,NH,"['RFO', 'NG']"
8004,MA,['WAT']
8005,MA,['WAT']
8006,NY,"['DFO', 'RFO', 'NG']"
8007,NY,['KER']
8008,NJ,['NG']
8009,NY,['NG']
8010,UT,['NG']
8011,PA,['NUC']
8012,PA,['DFO']
8013,WI,['DFO']
8014,MN,"['DFO', 'NG']"
8015,AR,['NG']
8016,IL,['DFO']
8017,MO,['DFO']
8019,MI,['DFO']
8020,KS,"['DFO', 'NG']"
8021,WA,['DFO']
8022,WA,['NG']
8023,WI,"['BIT', 'SUB']"
8025,MN,['DFO']
8026,WY,['NG']
8027,MN,"['DFO', 'NG']"
8028,WY,['NG']
8029,IA,"['DFO', 'NG']"
8030,WY,['NG']
8031,IA,['NG']
8034,SD,"['DFO', nan, 'NG']"
8036,NE,['NUC']
8037,KS,"['DFO', 'NG']"
8042,NC,"['DFO', 'BIT', nan, 'NG']"
8048,FL,"['RFO', 'NG']"
8049,FL,"['DFO', nan, 'NG']"
8050,WI,['DFO']
8053,NY,['NG']
8054,MS,['NG']
8055,AR,['NUC']
8056,LA,"['DFO', nan, 'RFO', 'NG']"
8057,WI,['NG']
8059,OK,"['DFO', 'NG']"
8063,TX,"['DFO', nan, 'NG']"
8066,WY,"['DFO', 'SUB']"
8067,CO,"['DFO', 'NG']"
8068,AZ,['NG']
8069,UT,"['DFO', 'BIT']"
8073,OR,"['DFO', nan, 'NG']"
8076,CA,['NG']
8083,HI,['DFO']
8100,CO,"['DFO', 'NG']"
8102,OH,"['BIT', 'RC']"
8105,MN,['DFO']
8106,IA,"['DFO', nan, 'NG']"
8108,IA,['DFO']
8110,MO,"['DFO', nan, 'NG']"
8219,CO,"['DFO', nan, 'SUB', 'NG']"
8222,ND,['LIG']
8223,AZ,"['SUN', 'SUB']"
8224,NV,"['BIT', 'SUB']"
8225,PA,['WAT']
8226,PA,"['BIT', 'NG']"
8227,NJ,"['DFO', 'NG']"
8902,AZ,['WAT']
8906,NY,"[nan, 'RFO', 'NG']"
8907,NY,['NUC']
9038,MA,"['DFO', nan, 'NG']"
9095,WA,['WAT']
9096,WA,['WAT']
9674,WI,['NG']
9842,WA,['WAT']
9864,MA,"[nan, 'WAT', 'NG', 'DFO', 'RFO']"
10003,CO,['NG']
10004,FL,['WH']
10005,CA,['WND']
10008,FL,"['DFO', nan, 'NG']"
10012,NJ,['MSW']
10013,MN,['MSW']
10014,ID,['WAT']
10017,VA,"['BIT', 'WDS', 'BLQ', 'NG', 'SLW', 'RFO']"
10018,NV,['GEO']
10020,FL,['NG']
10025,NY,"[nan, 'BIT', 'WAT', 'NG', 'DFO', 'RFO']"
10026,CA,"[nan, 'OBG', 'NG']"
10027,CA,['WND']
10029,MA,"[nan, 'NG', 'SUN', 'DFO', 'RFO']"
10030,DE,"[nan, 'DFO', 'NG']"
10033,MI,"['DFO', 'MSW']"
10034,CA,['NG']
10036,NH,['WAT']
10042,CA,['NG']
10043,NJ,"['DFO', 'BIT']"
10048,CA,['NG']
10049,ID,['WAT']
10050,AR,"['OBG', 'NG']"
10051,NC,['WAT']
10052,CA,"['WDS', 'NG']"
10058,PA,['DFO']
10059,NH,['WAT']
10061,NJ,['NG']
10062,FL,['MSW']
10063,CT,['WAT']
10066,ME,['WAT']
10070,CO,['WAT']
10072,TX,"['OG', 'NG']"
10075,MN,"['DFO', 'BIT', 'SUB', nan]"
10081,CO,['WAT']
10090,CA,"['MSW', 'NG']"
10091,CA,"['DFO', 'OBG', nan, 'NG']"
10093,HI,"['DFO', 'WO', 'JF']"
10099,NJ,"['DFO', 'NG']"
10108,NH,"['DFO', 'NG']"
10109,NH,['WAT']
10110,CA,['NG']
10113,PA,"['DFO', 'WC']"
10115,CA,['NG']
10116,NY,['WAT']
10118,PA,"[nan, 'MSW', 'NG']"
10120,GA,"[nan, 'WDS', 'NG', 'DFO', 'RFO', 'OBL']"
10121,GA,['WAT']
10122,NJ,"['DFO', 'NG']"
10123,NJ,"['DFO', 'KER', 'NG']"
10124,NY,['WAT']
10128,CA,['WAT']
10129,PA,"['DFO', 'NG']"
10137,VT,['WAT']
10138,MT,['WAT']
10139,CA,['WAT']
10140,ID,['WAT']
10143,PA,"['PG', 'WC']"
10144,CA,['WDS']
10148,MI,['NG']
10149,MI,['NG']
10151,WV,"['BIT', 'PC', 'NG', 'WC', 'TDF']"
10152,PA,['WAT']
10154,TX,['NG']
10155,VA,['WAT']
10156,CA,['NG']
10162,CA,['WAT']
10167,TX,['PC']
10169,CA,['NG']
10173,SC,['WAT']
10175,CA,"['DFO', nan, 'PG', 'NG']"
10176,MA,['KER']
10180,CO,"[nan, 'OBG', 'NG']"
10181,NC,['WAT']
10183,NH,['WAT']
10184,TX,"['DFO', 'NG']"
10186,ME,"[nan, 'RFO', 'WAT', 'NG']"
10187,TX,"['OG', 'NG']"
10188,FL,['NG']
10190,NY,"['DFO', nan, 'NG']"
10191,CA,['WND']
10194,HI,"['OG', 'WO']"
10195,MS,['NG']
10196,NY,['WAT']
10197,NY,['WAT']
10198,LA,"[nan, 'WH', 'OTH', 'NG']"
10199,CA,['GEO']
10202,FL,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'DFO', 'RFO']"
10203,TX,['NG']
10204,FL,['WH']
10205,FL,['OTH']
10206,CA,"['DFO', nan, 'NG']"
10208,MI,"['BIT', 'WDS', 'BLQ', 'NG', 'RFO', 'TDF']"
10211,IN,"[nan, 'BFG', 'NG']"
10213,CA,"[nan, 'OG', 'NG']"
10214,NY,['WAT']
10215,UT,"['PG', 'NG']"
10216,AL,"['WDS', 'BLQ']"
10218,NY,['WAT']
10219,NY,['WAT']
10220,NY,['WAT']
10221,NY,['WAT']
10222,CA,['WAT']
10224,NJ,"['DFO', nan, 'SUN', 'NG']"
10233,MS,"['WDS', 'BLQ', 'NG']"
10234,WI,"[nan, 'BIT', 'WDS', 'NG', 'SUB']"
10237,NY,['WAT']
10238,NY,['WAT']
10243,TX,['NG']
10244,OH,"['WDS', 'BLQ', 'NG', 'DFO', 'TDF']"
10245,IN,"['OG', 'BFG']"
10250,FL,"['MSW', 'NG']"
10252,TN,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'SLW', 'DFO']"
10253,CA,['WAT']
10255,ME,['WAT']
10258,NC,['WAT']
10261,TX,['NG']
10262,CA,['NG']
10275,FL,['NG']
10276,NH,['WAT']
10279,KS,['WAT']
10280,SC,"['DFO', nan, 'NG']"
10282,CA,['WAT']
10285,PA,['WAT']
10286,NY,['WAT']
10287,NV,['GEO']
10288,CA,['WDS']
10290,NH,"['DFO', 'WDS']"
10294,CA,['NG']
10296,ID,['WAT']
10298,TX,"['OG', 'NG']"
10300,CA,"['WDS', 'PC', 'TDF', 'NG']"
10301,LA,['NG']
10302,PA,"['BIT', 'NG']"
10305,NY,['MSW']
10307,MA,"['DFO', nan, 'NG']"
10308,NJ,['NG']
10319,LA,"[nan, 'OG', 'NG']"
10320,NC,['BIT']
10323,OR,['WAT']
10324,OR,['WAT']
10325,ID,['WAT']
10328,MI,['NG']
10334,HI,"['MSW', 'SUN']"
10339,NM,"['OBG', 'NG']"
10342,CA,['NG']
10343,PA,"['PG', 'WC', 'NG']"
10346,MI,"['WDS', 'TDF', 'NG']"
10349,CA,['NG']
10350,CA,['NG']
10354,ME,['WDS']
10356,ME,['WDS']
10360,WI,"[nan, 'BIT', 'PC', 'NG', 'SUB', 'DFO']"
10361,GA,"[nan, 'BIT', 'PC', 'WDS', 'NG', 'DFO']"
10362,OK,"['BIT', 'SUB', 'NG']"
10377,VA,['BIT']
10378,NC,"['BIT', 'WDS', 'TDF']"
10379,NC,"['BIT', 'WDS', 'TDF']"
10382,NC,"['WDS', 'OBS']"
10384,NC,['BIT']
10387,CA,"[nan, 'PG', 'LFG', 'NG']"
10388,CA,['LFG']
10392,CA,['LFG']
10397,IN,"['BFG', 'NG']"
10398,OH,"[nan, 'RFO', 'BFG', 'NG']"
10405,CA,['NG']
10408,MA,['NG']
10412,HI,['WAT']
10413,HI,['WAT']
10416,FL,"['OG', 'WO', 'RFO', 'NG']"
10417,MA,"['PUR', 'NG']"
10418,TX,"['OG', 'NG']"
10421,CO,['WAT']
10422,CO,['WAT']
10423,CO,['WAT']
10424,CO,['WAT']
10425,TX,"['WDS', 'TDF', 'BLQ', 'NG']"
10426,GA,"[nan, 'BIT', 'WDS', 'BLQ', 'OTH']"
10427,CA,['NG']
10430,MO,"['OBG', 'NG']"
10431,FL,['NG']
10434,FL,['WH']
10435,NJ,['MSW']
10436,TX,"['WH', 'NG']"
10437,CA,"[nan, 'SUN', 'NG']"
10438,CA,"[nan, 'SUN', 'NG']"
10439,CA,"['SUN', 'NG']"
10440,CA,"['SUN', 'NG']"
10441,CA,"['SUN', 'NG']"
10442,CA,"['SUN', 'NG']"
10443,CA,"['SUN', 'NG']"
10444,CA,"['SUN', 'NG']"
10446,CA,"['SUN', 'NG']"
10453,WI,['WAT']
10458,CA,['WAT']
10464,NY,"['DFO', 'WDS', 'TDF']"
10466,WI,"['BIT', 'PUR', 'BLQ']"
10467,NY,['WAT']
10469,CA,['GEO']
10471,CA,"['OBG', 'LFG']"
10472,CA,['LFG']
10473,CA,"['LFG', 'NG']"
10474,IN,"['BIT', 'OG', 'NG']"
10475,IN,['BFG']
10476,WI,"['WDS', 'SUB', 'NG']"
10477,WI,"['WDS', 'BLQ', 'NG', 'SUB', 'OBL']"
10478,CA,"['DFO', 'NG']"
10479,CA,['GEO']
10480,CA,['GEO']
10481,CA,['GEO']
10486,MN,"['SLW', 'WDS', 'BLQ', 'NG']"
10487,MN,['WAT']
10488,LA,"['WDS', 'BLQ', 'NG']"
10490,NY,['WAT']
10491,ME,"['RFO', 'NG']"
10493,ME,['WAT']
10494,VT,['WAT']
10495,ME,"['BIT', 'WDS', 'BLQ', 'SLW', 'TDF']"
10496,CA,['NG']
10501,CA,['NG']
10503,NY,['MSW']
10504,ID,"[nan, 'BIT', 'SUB', 'NG']"
10511,NY,"['WDS', 'WDL', 'NG']"
10519,NH,['WAT']
10520,IL,['WAT']
10521,NY,"['DFO', 'NG']"
10523,ME,['WAT']
10525,NC,"['WO', 'WDS', 'OBS']"
10526,NH,['WAT']
10530,NY,['WAT']
10531,NY,['WAT']
10532,MI,['LFG']
10538,NY,['WAT']
10539,NY,['WAT']
10540,NY,['WAT']
10544,NY,['WAT']
10545,NY,['WAT']
10546,PA,['WAT']
10547,NY,['WAT']
10548,CA,"['DFO', 'NG']"
10549,NY,['LFG']
10550,NC,['WAT']
10553,MA,['DFO']
10554,TX,"[nan, 'OG', 'NG']"
10555,ME,['WAT']
10556,MA,['WAT']
10560,GA,"[nan, 'WO', 'WDS', 'BLQ', 'NG', 'DFO', 'RFO']"
10562,FL,"[nan, 'OBS', 'WDS', 'WDL', 'OTH', 'RFO', 'TDF']"
10566,NJ,"['DFO', 'BIT']"
10567,CT,"['DFO', nan, 'NG']"
10568,TX,"['OG', 'NG']"
10570,NH,['WAT']
10586,CA,['WND']
10593,LA,"[nan, 'AB', 'NG']"
10597,CA,['WND']
10601,CA,['WH']
10603,PA,['WC']
10605,GA,"['WDS', 'BLQ', 'NG', 'DFO', 'RFO', 'TDF']"
10606,AR,"['WO', 'WDS', 'BLQ', 'NG', 'DFO']"
10608,VT,"['WDS', 'WAT']"
10610,MS,"['WDS', 'TDF', 'BLQ', 'NG']"
10611,FL,"[nan, 'BLQ', 'NG']"
10612,LA,"[nan, 'PC', 'WDS', 'BLQ', 'NG']"
10613,ME,"[nan, 'WAT', 'WDS', 'BLQ', 'NG', 'RFO']"
10617,NY,"['DFO', 'NG']"
10620,NY,"['DFO', nan, 'NG']"
10621,NY,['NG']
10623,CA,['NG']
10627,AR,"['WDS', 'PUR', 'BLQ', 'NG', 'RFO', 'TDF']"
10629,MD,['MSW']
10631,CA,['GEO']
10632,CA,['GEO']
10633,VA,"['DFO', nan, 'OTH', 'NG']"
10634,CA,['GEO']
10635,CA,['NG']
10638,TX,['NG']
10639,LA,['NG']
10641,PA,['WC']
10642,NY,"['DFO', 'MSW', 'WDS']"
10643,NJ,"['DFO', 'MSW']"
10646,CT,"['DFO', 'MSW']"
10648,CA,['LFG']
10649,CA,['NG']
10650,CA,['NG']
10652,CA,"['WDS', 'NG']"
10656,MI,['WAT']
10661,CA,['WDS']
10671,OK,"['BIT', 'SUB', 'NG']"
10673,HI,"['BIT', 'WO', 'OBS', 'SUB', 'DFO', 'TDF']"
10677,CA,['NG']
10678,MD,['BIT']
10681,NV,['GEO']
10682,CO,['NG']
10684,CA,"['BIT', 'RC', 'NG']"
10685,CA,['NG']
10686,MN,"[nan, 'WAT', 'NG']"
10687,NY,['WAT']
10690,LA,['NG']
10692,TX,['NG']
10693,MD,"['DFO', nan, 'WDS']"
10694,MA,['WAT']
10697,LA,"[nan, 'BLQ', 'NG']"
10698,MI,"[nan, 'RFO', 'NG']"
10699,AL,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'DFO']"
10700,ME,"[nan, 'WDS', 'BLQ', 'NG', 'RFO']"
10706,CA,['WAT']
10707,CA,['WAT']
10708,CA,['WAT']
10709,CA,['WAT']
10718,CA,['WND']
10720,CA,['NG']
10725,NY,"['DFO', nan, 'NG']"
10726,MA,"['DFO', nan, 'NG']"
10728,ME,['WAT']
10733,CA,['NG']
10735,ID,['WAT']
10737,OR,['WAT']
10739,OH,['WDS']
10740,ID,['WAT']
10743,WV,['WC']
10745,MI,"['DFO', 'NG']"
10746,PA,"['MSW', 'NG']"
10748,CA,['LFG']
10751,NJ,['NG']
10752,NY,['WAT']
10753,NY,['WAT']
10755,CO,['NG']
10759,CA,['GEO']
10761,NV,['NG']
10763,CA,['GEO']
10764,CA,"['PG', 'WDS']"
10765,ME,['WDS']
10766,ME,['WDS']
10767,CA,['WDS']
10771,VA,['WDS']
10772,CA,"['WDS', 'NG']"
10773,VA,"['WDS', 'NG']"
10774,VA,['WDS']
10776,CA,['NG']
10777,CA,"['WDS', 'NG']"
10781,ID,['WAT']
10784,MT,['WC']
10787,SC,['WAT']
10789,TX,"[nan, 'OG', 'NG']"
10790,TX,['NG']
10793,DE,"['DFO', 'BIT', 'NG']"
10795,SC,"['DFO', nan, 'NG']"
10796,VA,"['DFO', 'BIT', 'RFO']"
10798,VA,['WAT']
10799,SC,['WAT']
10800,SC,['WAT']
10801,SC,['WAT']
10803,NY,"['DFO', 'NG']"
10805,NJ,"['DFO', 'NG']"
10806,ID,['WAT']
10807,ID,['WAT']
10808,ID,['WAT']
10809,ID,['WAT']
10815,CA,['WND']
10817,NY,['WAT']
10819,MI,['NG']
10822,MI,"['WDS', 'TDF', 'NG']"
10823,MA,"[nan, 'WAT', 'SUN', 'DFO', 'OBG', 'WND']"
10824,MA,['WAT']
10825,MA,['WAT']
10826,MA,['WAT']
10836,CA,"['WDS', 'NG']"
10837,CA,['WDS']
10838,NH,['WDS']
10839,NH,['WDS']
10840,CA,['WDS']
10848,NY,['WAT']
10849,MN,"['SUB', 'NG']"
10853,NY,['WAT']
10855,IA,['NG']
10857,KS,"['DFO', 'NG']"
10859,GA,['WDS']
10860,IA,"[nan, 'BIT', 'OBS', 'PC', 'WDS', 'NG', 'SUB', 'TDF']"
10861,IA,['SUB']
10862,NE,['SUB']
10863,MN,"['SUB', 'NG']"
10864,IA,"[nan, 'BIT', 'NG', 'SUB', 'SLW']"
10865,IL,"['BIT', 'WDS', 'TDF', 'SUB']"
10866,IL,"[nan, 'BIT', 'NG']"
10867,IL,"['BIT', 'NG']"
10869,OR,['WDS']
10870,PA,"['DFO', 'NG']"
10872,NY,['WAT']
10873,CA,['GEO']
10874,CA,['GEO']
10875,CA,['GEO']
10878,CA,['GEO']
10879,CA,['GEO']
10880,CA,['WAT']
10881,CA,['WAT']
10882,CA,['WAT']
10883,MA,"['DFO', nan, 'NG']"
10884,CA,"['DFO', 'NG']"
10902,NY,['WAT']
10903,IL,['WAT']
50001,CA,['WND']
50002,MA,"['DFO', nan, 'NG']"
50003,CA,['NG']
50006,NJ,"['DFO', 'WO', 'NG']"
50010,WV,['WAT']
50011,WV,['WAT']
50026,TX,['NG']
50028,LA,"[nan, 'WDS', 'BLQ', 'NG']"
50031,NY,['WAT']
50034,NY,['WAT']
50035,ME,['MSW']
50036,WV,['WAT']
50037,CA,['WAT']
50041,MA,['NG']
50043,TX,"[nan, 'OG', 'NG']"
50047,ME,['WAT']
50049,CA,['WDS']
50051,ME,"['DFO', 'MSW', 'WDS']"
50054,TX,['NG']
50060,MD,['LFG']
50061,CA,"['SUN', 'NG']"
50064,CA,"[nan, 'DFO', 'NG']"
50066,CA,['GEO']
50067,TX,"['BFG', 'NG']"
50071,FL,['MSW']
50074,PA,['NG']
50076,CA,['WAT']
50079,NY,['WAT']
50080,ME,['WAT']
50081,ME,['WAT']
50082,ME,['WAT']
50083,WA,"['BIT', 'RFO', 'NG']"
50087,MA,"['DFO', 'RFO', 'NG']"
50088,IA,"['DFO', 'BIT', 'NG', 'PC']"
50089,CA,['NG']
50091,WA,['WAT']
50093,NY,['WAT']
50094,NJ,"['DFO', 'NG']"
50099,ID,['WDS']
50101,TX,"['WDS', 'BLQ', 'NG']"
50103,NH,['WAT']
50105,OR,['WAT']
50109,TX,"['DFO', nan, 'NG']"
50110,CA,['WDS']
50111,CA,['WDS']
50112,CA,"['DFO', nan, 'WDS']"
50115,CA,['NG']
50118,TX,"[nan, 'DFO', 'NG']"
50119,CA,"['OG', 'NG']"
50121,TX,"[nan, 'WH', 'PC', 'NG', 'OG']"
50123,NY,['WAT']
50126,VT,['WAT']
50127,TX,['NG']
50128,CA,['WAT']
50129,CA,['WAT']
50131,CA,['NG']
50134,CA,['NG']
50136,NY,"[nan, 'DFO', 'NG']"
50137,TX,['NG']
50141,TX,['WDS']
50146,GA,"['BIT', 'NG']"
50147,CA,['WAT']
50148,CA,['NG']
50150,TX,"[nan, 'OG', 'NG']"
50152,LA,"['OG', 'NG']"
50153,TX,"['PUR', 'NG']"
50156,CA,['WAT']
50157,MI,['WAT']
50158,MI,['WAT']
50159,MI,['WAT']
50160,MI,['WAT']
50166,MA,['WAT']
50169,KS,['NG']
50170,CA,['NG']
50175,VA,['WAT']
50176,NY,['WAT']
50177,RI,['WAT']
50178,VA,['WAT']
50179,CA,['WAT']
50180,CA,['WAT']
50184,MS,"['BIT', 'WDS', 'BLQ', 'NG', 'DFO']"
50185,WA,"['WDS', 'RFO', 'WDL']"
50187,WA,"[nan, 'DFO', 'WDS', 'BLQ', 'NG', 'SUB', 'SLW', 'RFO']"
50188,NC,"[nan, 'BLQ', 'NG', 'DFO', 'OBG', 'RFO']"
50189,NC,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'SLW', 'DFO', 'RFO']"
50190,WI,"[nan, 'WAT', 'WDS', 'NG', 'DFO']"
50191,OR,"['DFO', nan, 'BLQ', 'NG']"
50192,OK,"['OBS', 'WDS', 'BLQ', 'NG', 'DFO', 'RFO']"
50200,CA,['NG']
50201,GA,['WDS']
50203,NY,['NG']
50205,CO,['WH']
50206,CO,['WAT']
50208,NH,['WDS']
50210,CA,['GEO']
50215,PA,['MSW']
50216,CA,"[nan, 'OG', 'WO', 'NG']"
50218,CA,['WAT']
50219,CA,['WAT']
50223,CA,['WAT']
50224,CA,"['OBG', 'PG', 'NG']"
50225,ME,"['MSW', 'NG']"
50228,WA,['WAT']
50229,TX,"[nan, 'OG', 'NG']"
50230,ME,"['DFO', nan, 'WDS', 'OBS']"
50231,WA,['WDS']
50233,CA,['WAT']
50234,CA,['NG']
50240,IN,"['DFO', nan, 'BIT', 'NG']"
50241,TX,"['DFO', 'NG']"
50243,ME,"[nan, 'WH', 'WDS', 'NG', 'SLW', 'DFO', 'RFO', 'TDF']"
50244,NC,"['BIT', 'PG', 'WDS', 'BLQ', 'NG']"
50250,FL,"['WDS', 'BLQ', 'NG']"
50251,MI,"[nan, 'BIT', 'WDS', 'BLQ', 'NG']"
50252,MN,['WAT']
50254,NC,"['BIT', 'WDS', 'BLQ', 'NG', 'AB', 'RFO']"
50260,MI,"['DFO', 'NG']"
50261,NV,['WAT']
50267,CO,['WAT']
50268,NY,['WAT']
50269,NY,['WAT']
50270,CA,['NG']
50273,MA,"['WDS', 'MSW', 'TDF', 'NG']"
50274,ID,['WH']
50275,VA,"['DFO', 'BIT', nan, 'NG']"
50276,CA,['WND']
50278,ME,['WAT']
50279,PA,"[nan, 'LFG', 'NG']"
50280,NY,['WAT']
50281,CA,['WND']
50282,MD,"['BIT', 'WO', 'BLQ', 'NG', 'DFO', 'RFO']"
50285,NH,['WAT']
50290,MA,"['DFO', 'MSW', 'NG']"
50292,NY,"['DFO', nan, 'NG']"
50293,CA,"['AB', 'NG']"
50296,TN,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'TDF']"
50298,CA,['NG']
50299,CA,['NG']
50300,CA,"['MWH', 'NG']"
50304,TX,"[nan, 'OG', 'PUR', 'NG']"
50305,MI,"['PC', 'WDS', 'OTH', 'SUB', 'OBL']"
50307,OK,"['DFO', 'NG']"
50308,AK,['SUB']
50310,FL,['NG']
50311,NJ,['WAT']
50312,NH,['WAT']
50315,NY,['WAT']
50316,IN,['NG']
50318,MI,['NG']
50322,CA,['WAT']
50323,ID,['WAT']
50324,NH,['WAT']
50326,IL,['NG']
50328,MN,['WAT']
50329,WA,['OBG']
50333,HI,"['DFO', nan, 'AB', 'WAT']"
50337,IL,['NG']
50341,LA,"['DFO', 'WH', 'NG']"
50344,NY,['LFG']
50345,NY,['LFG']
50346,NY,['LFG']
50348,NY,['LFG']
50350,CA,['WAT']
50351,NH,['WAT']
50352,CA,['WAT']
50353,NH,['WAT']
50354,NY,['WAT']
50359,AL,"['OG', 'NG']"
50360,OR,['WAT']
50361,OR,['WAT']
50362,OR,['WAT']
50363,CA,['WDS']
50365,RI,['LFG']
50366,IN,"['DFO', 'BIT', nan, 'NG']"
50368,NY,"['DFO', nan, 'NG']"
50371,FL,['WH']
50373,PA,"['DFO', 'NG']"
50375,CA,['WAT']
50380,WA,['WAT']
50382,WA,['WAT']
50384,NH,['WAT']
50385,NJ,"['DFO', 'NG']"
50386,CA,['WND']
50388,CA,['PC']
50389,LA,['NG']
50392,AK,"['DFO', 'SUB']"
50393,CA,['WAT']
50395,WI,"[nan, 'WAT', 'BLQ', 'NG']"
50396,OR,"['WDS', 'NG']"
50397,PA,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'SLW', 'RFO']"
50398,GA,"[nan, 'BIT', 'WDS', 'BLQ', 'NG', 'DFO', 'RFO']"
50400,CA,['WAT']
50404,TX,['WH']
