year,gen,plant_name,lat,lon,fuel
2001  ,77039.0,Remington ,38.5442,-77.7714,NG
2002  ,189548.0,Remington ,38.5442,-77.7714,NG
2003  ,66287.0,Remington ,38.5442,-77.7714,NG
2004  ,88884.0,Remington ,38.5442,-77.7714,NG
2005  ,102730.0,Remington ,38.5442,-77.7714,NG
2006  ,102497.0,Remington ,38.5442,-77.7714,NG
2007  ,154717.128,Remington ,38.5442,-77.7714,NG
2008  ,215603.166,Remington ,38.5442,-77.7714,NG
2009  ,223552.71,Remington ,38.5442,-77.7714,NG
2010  ,403413.125,Remington ,38.5442,-77.7714,NG
2011  ,258574.393,Remington ,38.5442,-77.7714,NG
2012  ,298239.051,Remington ,38.5442,-77.7714,NG
2013  ,592299.905,Remington ,38.5442,-77.7714,NG
2014  ,402096.102,Remington ,38.5442,-77.7714,NG
2015  ,869861.438,Remington ,38.5442,-77.7714,NG
2016  ,657640.171,Remington ,38.5442,-77.7714,NG
2017  ,497445.501,Remington ,38.5442,-77.7714,NG
2018  ,909123.257,Remington ,38.5442,-77.7714,NG
2004  ,10903.0,Ladysmith ,38.0722,-77.5133,DFO
2005  ,27944.0,Ladysmith ,38.0722,-77.5133,DFO
2006  ,6727.0,Ladysmith ,38.0722,-77.5133,DFO
2007  ,21334.786,Ladysmith ,38.0722,-77.5133,DFO
2008  ,14561.302,Ladysmith ,38.0722,-77.5133,DFO
2009  ,37524.565,Ladysmith ,38.0722,-77.5133,DFO
2010  ,57690.603,Ladysmith ,38.0722,-77.5133,DFO
2011  ,2109.087,Ladysmith ,38.0722,-77.5133,DFO
2012  ,701.492,Ladysmith ,38.0722,-77.5133,DFO
2013  ,28748.35,Ladysmith ,38.0722,-77.5133,DFO
2014  ,89335.753,Ladysmith ,38.0722,-77.5133,DFO
2015  ,30877.065,Ladysmith ,38.0722,-77.5133,DFO
2016  ,21301.274,Ladysmith ,38.0722,-77.5133,DFO
2017  ,49245.924,Ladysmith ,38.0722,-77.5133,DFO
2018  ,48597.445,Ladysmith ,38.0722,-77.5133,DFO
2019  ,15154.27,Ladysmith ,38.0722,-77.5133,DFO
2004  ,44510.0,Ladysmith ,38.0722,-77.5133,NG
2005  ,104365.0,Ladysmith ,38.0722,-77.5133,NG
2006  ,102036.0,Ladysmith ,38.0722,-77.5133,NG
2007  ,185286.214,Ladysmith ,38.0722,-77.5133,NG
2008  ,240955.698,Ladysmith ,38.0722,-77.5133,NG
2009  ,286102.435,Ladysmith ,38.0722,-77.5133,NG
2010  ,826628.397,Ladysmith ,38.0722,-77.5133,NG
2011  ,400717.913,Ladysmith ,38.0722,-77.5133,NG
2012  ,583314.508,Ladysmith ,38.0722,-77.5133,NG
2013  ,757830.65,Ladysmith ,38.0722,-77.5133,NG
2014  ,661794.247,Ladysmith ,38.0722,-77.5133,NG
2015  ,414484.935,Ladysmith ,38.0722,-77.5133,NG
2016  ,748558.726,Ladysmith ,38.0722,-77.5133,NG
2017  ,524358.076,Ladysmith ,38.0722,-77.5133,NG
2018  ,649629.555,Ladysmith ,38.0722,-77.5133,NG
2019  ,640884.73,Ladysmith ,38.0722,-77.5133,NG
2017  ,943.0,Oceana Solar ,36.789753,-76.051419,SUN
2018  ,27425.0,Oceana Solar ,36.789753,-76.051419,SUN
2007  ,454.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2008  ,326.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2009  ,251.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2010  ,100.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2011  ,31.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2012  ,35.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2013  ,48.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2014  ,73.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2015  ,102.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2016  ,49.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2017  ,42.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2018  ,49.0,Dean Drive Area Electric Generators ,38.7486,-77.4908,DFO
2010  ,40096.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2011  ,74327.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2012  ,80325.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2013  ,84274.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2014  ,90413.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2015  ,87054.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2016  ,86836.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2017  ,83996.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2018  ,83002.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2019  ,74153.0,Waste Management King George LFGTE ,38.2747,-77.3081,LFG
2009  ,13768.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2010  ,49045.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2011  ,43314.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2012  ,49342.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2013  ,46057.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2014  ,48022.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2015  ,50631.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2016  ,49056.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2017  ,47980.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2018  ,51156.0,Waste Management Middle Peninsula LFGTE ,37.519714,-76.624506,LFG
2001  ,27772.0,Buck Hydro ,36.808229,-80.938714,WAT
2002  ,30027.0,Buck Hydro ,36.808229,-80.938714,WAT
2003  ,48746.0,Buck Hydro ,36.808229,-80.938714,WAT
2004  ,45853.002,Buck Hydro ,36.808229,-80.938714,WAT
2005  ,44502.999,Buck Hydro ,36.808229,-80.938714,WAT
2006  ,37602.0,Buck Hydro ,36.808229,-80.938714,WAT
2007  ,29789.999,Buck Hydro ,36.808229,-80.938714,WAT
2008  ,26419.0,Buck Hydro ,36.808229,-80.938714,WAT
2009  ,40311.0,Buck Hydro ,36.808229,-80.938714,WAT
2010  ,15951.0,Buck Hydro ,36.808229,-80.938714,WAT
2011  ,37086.0,Buck Hydro ,36.808229,-80.938714,WAT
2012  ,37566.0,Buck Hydro ,36.808229,-80.938714,WAT
2013  ,14728.0,Buck Hydro ,36.808229,-80.938714,WAT
2014  ,3647.0,Buck Hydro ,36.808229,-80.938714,WAT
2015  ,37450.0,Buck Hydro ,36.808229,-80.938714,WAT
2016  ,36979.0,Buck Hydro ,36.808229,-80.938714,WAT
2017  ,36726.0,Buck Hydro ,36.808229,-80.938714,WAT
2018  ,37376.0,Buck Hydro ,36.808229,-80.938714,WAT
2001  ,36948.0,Byllesby 2 ,36.7858,-80.9333,WAT
2002  ,40241.0,Byllesby 2 ,36.7858,-80.9333,WAT
2003  ,82288.0,Byllesby 2 ,36.7858,-80.9333,WAT
2004  ,44005.0,Byllesby 2 ,36.7858,-80.9333,WAT
2005  ,61963.001,Byllesby 2 ,36.7858,-80.9333,WAT
2006  ,45503.0,Byllesby 2 ,36.7858,-80.9333,WAT
2007  ,38919.0,Byllesby 2 ,36.7858,-80.9333,WAT
2008  ,27268.0,Byllesby 2 ,36.7858,-80.9333,WAT
2009  ,54287.0,Byllesby 2 ,36.7858,-80.9333,WAT
2010  ,28237.0,Byllesby 2 ,36.7858,-80.9333,WAT
2011  ,41731.0,Byllesby 2 ,36.7858,-80.9333,WAT
2012  ,46877.0,Byllesby 2 ,36.7858,-80.9333,WAT
2013  ,3374.0,Byllesby 2 ,36.7858,-80.9333,WAT
2014  ,10757.0,Byllesby 2 ,36.7858,-80.9333,WAT
2015  ,43042.0,Byllesby 2 ,36.7858,-80.9333,WAT
2016  ,42097.0,Byllesby 2 ,36.7858,-80.9333,WAT
2017  ,48330.0,Byllesby 2 ,36.7858,-80.9333,WAT
2018  ,53416.0,Byllesby 2 ,36.7858,-80.9333,WAT
2001  ,138214.0,Claytor ,37.075,-80.5847,WAT
2002  ,143774.0,Claytor ,37.075,-80.5847,WAT
2003  ,326730.0,Claytor ,37.075,-80.5847,WAT
2004  ,269818.001,Claytor ,37.075,-80.5847,WAT
2005  ,218468.001,Claytor ,37.075,-80.5847,WAT
2006  ,179233.0,Claytor ,37.075,-80.5847,WAT
2007  ,156991.999,Claytor ,37.075,-80.5847,WAT
2008  ,128873.0,Claytor ,37.075,-80.5847,WAT
2009  ,231756.0,Claytor ,37.075,-80.5847,WAT
2010  ,210911.0,Claytor ,37.075,-80.5847,WAT
2011  ,222371.0,Claytor ,37.075,-80.5847,WAT
2012  ,201510.0,Claytor ,37.075,-80.5847,WAT
2013  ,325290.0,Claytor ,37.075,-80.5847,WAT
2014  ,8074.0,Claytor ,37.075,-80.5847,WAT
2015  ,229724.0,Claytor ,37.075,-80.5847,WAT
2016  ,210339.0,Claytor ,37.075,-80.5847,WAT
2017  ,176351.0,Claytor ,37.075,-80.5847,WAT
2018  ,304469.0,Claytor ,37.075,-80.5847,WAT
2001  ,4208806.0,Clinch River ,36.9333,-82.1997,BIT
2002  ,4614803.0,Clinch River ,36.9333,-82.1997,BIT
2003  ,4376150.0,Clinch River ,36.9333,-82.1997,BIT
2004  ,3928601.0,Clinch River ,36.9333,-82.1997,BIT
2005  ,3931942.0,Clinch River ,36.9333,-82.1997,BIT
2006  ,4118417.0,Clinch River ,36.9333,-82.1997,BIT
2007  ,4047689.482,Clinch River ,36.9333,-82.1997,BIT
2008  ,3632395.029,Clinch River ,36.9333,-82.1997,BIT
2009  ,1522044.142,Clinch River ,36.9333,-82.1997,BIT
2010  ,1496697.28,Clinch River ,36.9333,-82.1997,BIT
2011  ,1297591.114,Clinch River ,36.9333,-82.1997,BIT
2012  ,802300.123,Clinch River ,36.9333,-82.1997,BIT
2013  ,895603.327,Clinch River ,36.9333,-82.1997,BIT
2014  ,725575.79,Clinch River ,36.9333,-82.1997,BIT
2015  ,458081.723,Clinch River ,36.9333,-82.1997,BIT
2016  ,0.0,Clinch River ,36.9333,-82.1997,BIT
2017  ,0.0,Clinch River ,36.9333,-82.1997,BIT
2018  ,0.0,Clinch River ,36.9333,-82.1997,BIT
2019  ,0.0,Clinch River ,36.9333,-82.1997,BIT
2016  ,297008.0,Clinch River ,36.9333,-82.1997,NG
2017  ,226677.0,Clinch River ,36.9333,-82.1997,NG
2018  ,563546.0,Clinch River ,36.9333,-82.1997,NG
2019  ,338987.0,Clinch River ,36.9333,-82.1997,NG
2001  ,1442278.0,Glen Lyn ,37.3706,-80.8633,BIT
2002  ,1709181.0,Glen Lyn ,37.3706,-80.8633,BIT
2003  ,1613057.0,Glen Lyn ,37.3706,-80.8633,BIT
2004  ,1282831.0,Glen Lyn ,37.3706,-80.8633,BIT
2005  ,1641212.0,Glen Lyn ,37.3706,-80.8633,BIT
2006  ,1703505.0,Glen Lyn ,37.3706,-80.8633,BIT
2007  ,1535029.374,Glen Lyn ,37.3706,-80.8633,BIT
2008  ,1392494.633,Glen Lyn ,37.3706,-80.8633,BIT
2009  ,455360.761,Glen Lyn ,37.3706,-80.8633,BIT
2010  ,208804.023,Glen Lyn ,37.3706,-80.8633,BIT
2011  ,221787.862,Glen Lyn ,37.3706,-80.8633,BIT
2012  ,77078.788,Glen Lyn ,37.3706,-80.8633,BIT
2013  ,169947.512,Glen Lyn ,37.3706,-80.8633,BIT
2014  ,88719.596,Glen Lyn ,37.3706,-80.8633,BIT
2015  ,63803.205,Glen Lyn ,37.3706,-80.8633,BIT
2001  ,33537.0,Leesville ,37.0933,-79.4025,WAT
2002  ,20485.0,Leesville ,37.0933,-79.4025,WAT
2003  ,108332.0,Leesville ,37.0933,-79.4025,WAT
2004  ,76110.999,Leesville ,37.0933,-79.4025,WAT
2005  ,61669.0,Leesville ,37.0933,-79.4025,WAT
2006  ,52919.0,Leesville ,37.0933,-79.4025,WAT
2007  ,47652.002,Leesville ,37.0933,-79.4025,WAT
2008  ,29686.0,Leesville ,37.0933,-79.4025,WAT
2009  ,66238.0,Leesville ,37.0933,-79.4025,WAT
2010  ,67411.0,Leesville ,37.0933,-79.4025,WAT
2011  ,57873.0,Leesville ,37.0933,-79.4025,WAT
2012  ,42008.0,Leesville ,37.0933,-79.4025,WAT
2013  ,67972.0,Leesville ,37.0933,-79.4025,WAT
2014  ,58672.0,Leesville ,37.0933,-79.4025,WAT
2015  ,69804.0,Leesville ,37.0933,-79.4025,WAT
2016  ,79431.0,Leesville ,37.0933,-79.4025,WAT
2017  ,57756.0,Leesville ,37.0933,-79.4025,WAT
2018  ,83759.0,Leesville ,37.0933,-79.4025,WAT
2001  ,4955.0,Niagara ,37.2544,-79.8756,WAT
2002  ,3893.0,Niagara ,37.2544,-79.8756,WAT
2003  ,12257.0,Niagara ,37.2544,-79.8756,WAT
2004  ,5994.0,Niagara ,37.2544,-79.8756,WAT
2005  ,8592.001,Niagara ,37.2544,-79.8756,WAT
2006  ,8127.999,Niagara ,37.2544,-79.8756,WAT
2007  ,6996.999,Niagara ,37.2544,-79.8756,WAT
2008  ,4169.0,Niagara ,37.2544,-79.8756,WAT
2009  ,10132.0,Niagara ,37.2544,-79.8756,WAT
2010  ,10549.0,Niagara ,37.2544,-79.8756,WAT
2011  ,9746.0,Niagara ,37.2544,-79.8756,WAT
2012  ,6693.0,Niagara ,37.2544,-79.8756,WAT
2013  ,10449.0,Niagara ,37.2544,-79.8756,WAT
2014  ,8006.0,Niagara ,37.2544,-79.8756,WAT
2015  ,0.0,Niagara ,37.2544,-79.8756,WAT
2016  ,0.0,Niagara ,37.2544,-79.8756,WAT
2017  ,0.0,Niagara ,37.2544,-79.8756,WAT
2018  ,7858.0,Niagara ,37.2544,-79.8756,WAT
2001  ,20448.0,Reusens ,37.4639,-79.1856,WAT
2002  ,21335.0,Reusens ,37.4639,-79.1856,WAT
2003  ,37944.0,Reusens ,37.4639,-79.1856,WAT
2004  ,35786.0,Reusens ,37.4639,-79.1856,WAT
2005  ,26454.999,Reusens ,37.4639,-79.1856,WAT
2006  ,26935.001,Reusens ,37.4639,-79.1856,WAT
2007  ,19197.001,Reusens ,37.4639,-79.1856,WAT
2008  ,20534.0,Reusens ,37.4639,-79.1856,WAT
2009  ,22173.0,Reusens ,37.4639,-79.1856,WAT
2010  ,19723.0,Reusens ,37.4639,-79.1856,WAT
2011  ,14307.0,Reusens ,37.4639,-79.1856,WAT
2012  ,0.0,Reusens ,37.4639,-79.1856,WAT
2013  ,0.0,Reusens ,37.4639,-79.1856,WAT
2014  ,0.0,Reusens ,37.4639,-79.1856,WAT
2015  ,0.0,Reusens ,37.4639,-79.1856,WAT
2016  ,0.0,Reusens ,37.4639,-79.1856,WAT
2017  ,2598.0,Reusens ,37.4639,-79.1856,WAT
2018  ,29174.0,Reusens ,37.4639,-79.1856,WAT
2001  ,-199219.0,Smith Mountain ,37.0413,-79.5356,WAT
2002  ,-207111.0,Smith Mountain ,37.0413,-79.5356,WAT
2003  ,21764.0,Smith Mountain ,37.0413,-79.5356,WAT
2004  ,308387.0,Smith Mountain ,37.0413,-79.5356,WAT
2005  ,-69472.0,Smith Mountain ,37.0413,-79.5356,WAT
2006  ,345472.0,Smith Mountain ,37.0413,-79.5356,WAT
2007  ,-206640.0,Smith Mountain ,37.0413,-79.5356,WAT
2008  ,-325871.0,Smith Mountain ,37.0413,-79.5356,WAT
2009  ,-73351.0,Smith Mountain ,37.0413,-79.5356,WAT
2010  ,-6445.0,Smith Mountain ,37.0413,-79.5356,WAT
2011  ,-74095.0,Smith Mountain ,37.0413,-79.5356,WAT
2012  ,-73070.0,Smith Mountain ,37.0413,-79.5356,WAT
2013  ,22348.0,Smith Mountain ,37.0413,-79.5356,WAT
2014  ,-13671.0,Smith Mountain ,37.0413,-79.5356,WAT
2015  ,60748.0,Smith Mountain ,37.0413,-79.5356,WAT
2016  ,-34315.0,Smith Mountain ,37.0413,-79.5356,WAT
2017  ,-47483.0,Smith Mountain ,37.0413,-79.5356,WAT
2018  ,52415.0,Smith Mountain ,37.0413,-79.5356,WAT
2019  ,5802.0,Smith Mountain ,37.0413,-79.5356,WAT
2003  ,4629.398,Mount Clinton ,38.4681,-78.865,DFO
2005  ,1253.998,Mount Clinton ,38.4681,-78.865,DFO
2006  ,994.002,Mount Clinton ,38.4681,-78.865,DFO
2007  ,650.719,Mount Clinton ,38.4681,-78.865,DFO
2008  ,614.46,Mount Clinton ,38.4681,-78.865,DFO
2009  ,665.42,Mount Clinton ,38.4681,-78.865,DFO
2010  ,800.66,Mount Clinton ,38.4681,-78.865,DFO
2011  ,206.78,Mount Clinton ,38.4681,-78.865,DFO
2012  ,0.0,Mount Clinton ,38.4681,-78.865,DFO
2013  ,145.04,Mount Clinton ,38.4681,-78.865,DFO
2014  ,231.28,Mount Clinton ,38.4681,-78.865,DFO
2015  ,479.22,Mount Clinton ,38.4681,-78.865,DFO
2016  ,146.02,Mount Clinton ,38.4681,-78.865,DFO
2017  ,89.18,Mount Clinton ,38.4681,-78.865,DFO
2018  ,229.32,Mount Clinton ,38.4681,-78.865,DFO
2001  ,28250.001,Bayview ,37.2717,-75.9682,DFO
2002  ,5873.0,Bayview ,37.2717,-75.9682,DFO
2003  ,4768.0,Bayview ,37.2717,-75.9682,DFO
2004  ,3081.0,Bayview ,37.2717,-75.9682,DFO
2005  ,12113.001,Bayview ,37.2717,-75.9682,DFO
2006  ,4653.998,Bayview ,37.2717,-75.9682,DFO
2007  ,6774.997,Bayview ,37.2717,-75.9682,DFO
2008  ,2912.0,Bayview ,37.2717,-75.9682,DFO
2009  ,593.0,Bayview ,37.2717,-75.9682,DFO
2010  ,5311.0,Bayview ,37.2717,-75.9682,DFO
2011  ,1511.0,Bayview ,37.2717,-75.9682,DFO
2012  ,814.0,Bayview ,37.2717,-75.9682,DFO
2013  ,682.0,Bayview ,37.2717,-75.9682,DFO
2014  ,2677.0,Bayview ,37.2717,-75.9682,DFO
2015  ,4593.0,Bayview ,37.2717,-75.9682,DFO
2016  ,3933.0,Bayview ,37.2717,-75.9682,DFO
2017  ,1619.0,Bayview ,37.2717,-75.9682,DFO
2018  ,2949.0,Bayview ,37.2717,-75.9682,DFO
2003  ,4757.991,Pleasant Valley ,38.4006,-78.8983,DFO
2005  ,1036.001,Pleasant Valley ,38.4006,-78.8983,DFO
2006  ,744.001,Pleasant Valley ,38.4006,-78.8983,DFO
2007  ,789.883,Pleasant Valley ,38.4006,-78.8983,DFO
2008  ,637.98,Pleasant Valley ,38.4006,-78.8983,DFO
2009  ,625.24,Pleasant Valley ,38.4006,-78.8983,DFO
2010  ,367.5,Pleasant Valley ,38.4006,-78.8983,DFO
2011  ,132.3,Pleasant Valley ,38.4006,-78.8983,DFO
2012  ,0.0,Pleasant Valley ,38.4006,-78.8983,DFO
2013  ,121.52,Pleasant Valley ,38.4006,-78.8983,DFO
2014  ,290.08,Pleasant Valley ,38.4006,-78.8983,DFO
2015  ,335.16,Pleasant Valley ,38.4006,-78.8983,DFO
2016  ,175.42,Pleasant Valley ,38.4006,-78.8983,DFO
2017  ,102.9,Pleasant Valley ,38.4006,-78.8983,DFO
2018  ,205.8,Pleasant Valley ,38.4006,-78.8983,DFO
2003  ,3187.07,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2005  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2006  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2007  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2008  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2009  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2010  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2011  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2012  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2013  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2014  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2015  ,0.0,Harrisonburg Power Plant ,38.4319,-78.8642,NG
2001  ,30275.002,Tasley ,37.7061,-75.7031,DFO
2002  ,6197.0,Tasley ,37.7061,-75.7031,DFO
2004  ,620.0,Tasley ,37.7061,-75.7031,DFO
2005  ,1929.0,Tasley ,37.7061,-75.7031,DFO
2006  ,744.002,Tasley ,37.7061,-75.7031,DFO
2007  ,1339.001,Tasley ,37.7061,-75.7031,DFO
2008  ,-141.0,Tasley ,37.7061,-75.7031,DFO
2009  ,-508.0,Tasley ,37.7061,-75.7031,DFO
2010  ,951.0,Tasley ,37.7061,-75.7031,DFO
2011  ,429.0,Tasley ,37.7061,-75.7031,DFO
2012  ,164.0,Tasley ,37.7061,-75.7031,DFO
2013  ,308.0,Tasley ,37.7061,-75.7031,DFO
2014  ,2709.0,Tasley ,37.7061,-75.7031,DFO
2015  ,2432.0,Tasley ,37.7061,-75.7031,DFO
2016  ,1575.0,Tasley ,37.7061,-75.7031,DFO
2017  ,654.0,Tasley ,37.7061,-75.7031,DFO
2018  ,768.0,Tasley ,37.7061,-75.7031,DFO
2007  ,1.0,Salem Electric Department ,37.2894,-80.07,DFO
2008  ,4.0,Salem Electric Department ,37.2894,-80.07,DFO
2009  ,7.0,Salem Electric Department ,37.2894,-80.07,DFO
2010  ,92.0,Salem Electric Department ,37.2894,-80.07,DFO
2011  ,68.0,Salem Electric Department ,37.2894,-80.07,DFO
2012  ,83.0,Salem Electric Department ,37.2894,-80.07,DFO
2013  ,81.0,Salem Electric Department ,37.2894,-80.07,DFO
2014  ,55.0,Salem Electric Department ,37.2894,-80.07,DFO
2015  ,51.0,Salem Electric Department ,37.2894,-80.07,DFO
2016  ,103.0,Salem Electric Department ,37.2894,-80.07,DFO
2017  ,66.0,Salem Electric Department ,37.2894,-80.07,DFO
2018  ,77.0,Salem Electric Department ,37.2894,-80.07,DFO
2012  ,2906.68,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2013  ,5115.6,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2014  ,1210.0,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2015  ,1712.0,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2016  ,2756.0,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2017  ,5598.44,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2018  ,5552.0,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2019  ,3410.0,MillerCoors Shenandoah Brewery ,38.356944,-78.676667,OBG
2017  ,71.0,Bedford Solar ,37.335046,-79.480995,SUN
2018  ,5361.0,Bedford Solar ,37.335046,-79.480995,SUN
2002  ,0.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2003  ,7876.999,Luray Hydro Station ,38.676667,-78.498888,WAT
2004  ,7626.001,Luray Hydro Station ,38.676667,-78.498888,WAT
2005  ,5948.001,Luray Hydro Station ,38.676667,-78.498888,WAT
2006  ,5684.001,Luray Hydro Station ,38.676667,-78.498888,WAT
2007  ,5262.002,Luray Hydro Station ,38.676667,-78.498888,WAT
2008  ,3931.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2009  ,3270.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2010  ,2899.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2011  ,5494.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2012  ,6250.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2013  ,5611.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2014  ,1183.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2015  ,5983.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2016  ,6019.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2017  ,3894.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2018  ,5629.0,Luray Hydro Station ,38.676667,-78.498888,WAT
2002  ,0.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2003  ,7329.001,Newport Hydro Station ,38.571389,-78.593611,WAT
2004  ,6687.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2005  ,6028.999,Newport Hydro Station ,38.571389,-78.593611,WAT
2006  ,6455.999,Newport Hydro Station ,38.571389,-78.593611,WAT
2007  ,5722.998,Newport Hydro Station ,38.571389,-78.593611,WAT
2008  ,4579.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2009  ,4637.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2010  ,4643.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2011  ,5449.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2012  ,5469.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2013  ,4909.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2014  ,1036.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2015  ,6404.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2016  ,4871.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2017  ,4427.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2018  ,3941.0,Newport Hydro Station ,38.571389,-78.593611,WAT
2008  ,26320.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2009  ,23763.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2010  ,34317.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2011  ,35472.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2012  ,38175.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2013  ,37650.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2014  ,37575.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2015  ,34531.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2016  ,36767.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2017  ,38383.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2018  ,37515.0,Waste Management Bethel LFGTE ,37.076352,-76.444373,LFG
2014  ,364153.042,Bremo Bluff ,37.7089,-78.2878,NG
2015  ,214579.0,Bremo Bluff ,37.7089,-78.2878,NG
2016  ,401060.0,Bremo Bluff ,37.7089,-78.2878,NG
2017  ,123735.0,Bremo Bluff ,37.7089,-78.2878,NG
2018  ,14083.0,Bremo Bluff ,37.7089,-78.2878,NG
2001  ,340926.0,Chesterfield ,37.3822,-77.3833,DFO
2002  ,17139.0,Chesterfield ,37.3822,-77.3833,DFO
2003  ,360019.0,Chesterfield ,37.3822,-77.3833,DFO
2004  ,140049.0,Chesterfield ,37.3822,-77.3833,DFO
2005  ,105034.0,Chesterfield ,37.3822,-77.3833,DFO
2006  ,26035.0,Chesterfield ,37.3822,-77.3833,DFO
2007  ,34275.73,Chesterfield ,37.3822,-77.3833,DFO
2008  ,17635.856,Chesterfield ,37.3822,-77.3833,DFO
2009  ,19440.222,Chesterfield ,37.3822,-77.3833,DFO
2010  ,22239.252,Chesterfield ,37.3822,-77.3833,DFO
2011  ,26854.788,Chesterfield ,37.3822,-77.3833,DFO
2012  ,18080.839,Chesterfield ,37.3822,-77.3833,DFO
2013  ,21630.525,Chesterfield ,37.3822,-77.3833,DFO
2014  ,83273.101,Chesterfield ,37.3822,-77.3833,DFO
2016  ,25103.805,Chesterfield ,37.3822,-77.3833,DFO
