year,gen,plant_name,lat,lon,fuel
2006  ,-21.001,Tangier ,37.8277,-75.9915,DFO
2007  ,59.78,Tangier ,37.8277,-75.9915,DFO
2008  ,70.56,Tangier ,37.8277,-75.9915,DFO
2009  ,59.78,Tangier ,37.8277,-75.9915,DFO
2010  ,51.94,Tangier ,37.8277,-75.9915,DFO
2011  ,286.0,Tangier ,37.8277,-75.9915,DFO
2012  ,117.0,Tangier ,37.8277,-75.9915,DFO
2013  ,66.0,Tangier ,37.8277,-75.9915,DFO
2014  ,166.0,Tangier ,37.8277,-75.9915,DFO
2015  ,159.0,Tangier ,37.8277,-75.9915,DFO
2016  ,8.0,Tangier ,37.8277,-75.9915,DFO
2017  ,0.0,Tangier ,37.8277,-75.9915,DFO
2018  ,165.0,Tangier ,37.8277,-75.9915,DFO
2001  ,234813.0,John H Kerr ,36.59943,-78.3005,WAT
2002  ,186602.0,John H Kerr ,36.59943,-78.3005,WAT
2003  ,498378.0,John H Kerr ,36.59943,-78.3005,WAT
2004  ,479189.0,John H Kerr ,36.59943,-78.3005,WAT
2005  ,374849.0,John H Kerr ,36.59943,-78.3005,WAT
2006  ,315318.0,John H Kerr ,36.59943,-78.3005,WAT
2007  ,309526.0,John H Kerr ,36.59943,-78.3005,WAT
2008  ,222798.0,John H Kerr ,36.59943,-78.3005,WAT
2009  ,459402.0,John H Kerr ,36.59943,-78.3005,WAT
2010  ,506304.0,John H Kerr ,36.59943,-78.3005,WAT
2011  ,275517.0,John H Kerr ,36.59943,-78.3005,WAT
2012  ,239634.0,John H Kerr ,36.59943,-78.3005,WAT
2013  ,415468.0,John H Kerr ,36.59943,-78.3005,WAT
2014  ,422083.0,John H Kerr ,36.59943,-78.3005,WAT
2015  ,363987.0,John H Kerr ,36.59943,-78.3005,WAT
2016  ,586294.0,John H Kerr ,36.59943,-78.3005,WAT
2017  ,394864.0,John H Kerr ,36.59943,-78.3005,WAT
2018  ,735129.0,John H Kerr ,36.59943,-78.3005,WAT
2001  ,12344.0,Philpott Lake ,36.7803,-80.0281,WAT
2002  ,5430.0,Philpott Lake ,36.7803,-80.0281,WAT
2003  ,41932.0,Philpott Lake ,36.7803,-80.0281,WAT
2004  ,27762.0,Philpott Lake ,36.7803,-80.0281,WAT
2005  ,25895.0,Philpott Lake ,36.7803,-80.0281,WAT
2006  ,19972.0,Philpott Lake ,36.7803,-80.0281,WAT
2007  ,23369.0,Philpott Lake ,36.7803,-80.0281,WAT
2008  ,12560.0,Philpott Lake ,36.7803,-80.0281,WAT
2009  ,24660.0,Philpott Lake ,36.7803,-80.0281,WAT
2010  ,27566.0,Philpott Lake ,36.7803,-80.0281,WAT
2011  ,22643.0,Philpott Lake ,36.7803,-80.0281,WAT
2012  ,16057.0,Philpott Lake ,36.7803,-80.0281,WAT
2013  ,33275.0,Philpott Lake ,36.7803,-80.0281,WAT
2014  ,24571.0,Philpott Lake ,36.7803,-80.0281,WAT
2015  ,25036.0,Philpott Lake ,36.7803,-80.0281,WAT
2016  ,15947.0,Philpott Lake ,36.7803,-80.0281,WAT
2017  ,1801.0,Philpott Lake ,36.7803,-80.0281,WAT
2018  ,31780.0,Philpott Lake ,36.7803,-80.0281,WAT
2005  ,194.999,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2006  ,148.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2007  ,98.002,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2008  ,62.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2009  ,97.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2010  ,168.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2011  ,123.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2012  ,110.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2013  ,29.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2014  ,429.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2015  ,188.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2016  ,212.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2017  ,45.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2018  ,166.0,Ponton Diesel Generating Facility ,37.2953,-77.9862,DFO
2005  ,183.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2006  ,155.001,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2007  ,92.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2008  ,38.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2009  ,100.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2010  ,165.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2011  ,201.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2012  ,118.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2013  ,106.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2014  ,438.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2015  ,197.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2016  ,195.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2017  ,137.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2018  ,257.0,Nottoway Diesel Generating Facility ,36.697222,-77.105,DFO
2001  ,899.001,Church Street Plant ,38.752347,-77.462918,DFO
2002  ,682.0,Church Street Plant ,38.752347,-77.462918,DFO
2003  ,1007.999,Church Street Plant ,38.752347,-77.462918,DFO
2004  ,1017.996,Church Street Plant ,38.752347,-77.462918,DFO
2005  ,934.001,Church Street Plant ,38.752347,-77.462918,DFO
2006  ,887.001,Church Street Plant ,38.752347,-77.462918,DFO
2007  ,885.0,Church Street Plant ,38.752347,-77.462918,DFO
2008  ,408.0,Church Street Plant ,38.752347,-77.462918,DFO
2009  ,360.0,Church Street Plant ,38.752347,-77.462918,DFO
2010  ,218.0,Church Street Plant ,38.752347,-77.462918,DFO
2011  ,55.0,Church Street Plant ,38.752347,-77.462918,DFO
2012  ,64.0,Church Street Plant ,38.752347,-77.462918,DFO
2013  ,72.0,Church Street Plant ,38.752347,-77.462918,DFO
2014  ,100.0,Church Street Plant ,38.752347,-77.462918,DFO
2015  ,170.0,Church Street Plant ,38.752347,-77.462918,DFO
2016  ,79.0,Church Street Plant ,38.752347,-77.462918,DFO
2017  ,50.0,Church Street Plant ,38.752347,-77.462918,DFO
2018  ,59.0,Church Street Plant ,38.752347,-77.462918,DFO
2001  ,906.002,Godwin Drive Plant ,38.74054,-77.508061,DFO
2002  ,1125.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2003  ,1028.998,Godwin Drive Plant ,38.74054,-77.508061,DFO
2004  ,1185.996,Godwin Drive Plant ,38.74054,-77.508061,DFO
2005  ,1105.999,Godwin Drive Plant ,38.74054,-77.508061,DFO
2006  ,909.999,Godwin Drive Plant ,38.74054,-77.508061,DFO
2007  ,839.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2008  ,614.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2009  ,405.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2010  ,107.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2011  ,78.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2012  ,57.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2013  ,97.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2014  ,35.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2015  ,190.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2016  ,68.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2017  ,84.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2018  ,96.0,Godwin Drive Plant ,38.74054,-77.508061,DFO
2001  ,1887.999,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2002  ,2937.999,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2003  ,2703.999,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2004  ,2585.004,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2005  ,2999.999,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2006  ,2958.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2007  ,2900.001,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2008  ,2003.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2009  ,2893.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2010  ,2730.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2011  ,101.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2012  ,122.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2013  ,159.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2014  ,258.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2015  ,361.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2016  ,166.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2017  ,57.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2018  ,185.0,VMEA 1 Credit Gen ,38.74054,-77.508061,DFO
2001  ,910.002,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2002  ,1142.001,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2003  ,1081.998,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2004  ,1197.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2005  ,1073.001,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2006  ,918.999,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2007  ,819.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2008  ,1435.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2009  ,566.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2010  ,470.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2011  ,48.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2012  ,54.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2013  ,86.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2014  ,131.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2015  ,174.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2016  ,36.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2017  ,102.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2018  ,83.0,VMEA Peaking Gen ,38.74054,-77.508061,DFO
2003  ,105079.0,Bellmeade Power Station ,37.4964,-77.4317,DFO
2004  ,36955.0,Bellmeade Power Station ,37.4964,-77.4317,DFO
2005  ,50701.0,Bellmeade Power Station ,37.4964,-77.4317,DFO
2006  ,2014.0,Bellmeade Power Station ,37.4964,-77.4317,DFO
2007  ,7568.369,Bellmeade Power Station ,37.4964,-77.4317,DFO
2008  ,8384.787,Bellmeade Power Station ,37.4964,-77.4317,DFO
2009  ,20733.388,Bellmeade Power Station ,37.4964,-77.4317,DFO
2010  ,17307.975,Bellmeade Power Station ,37.4964,-77.4317,DFO
2011  ,4904.418,Bellmeade Power Station ,37.4964,-77.4317,DFO
2012  ,345.159,Bellmeade Power Station ,37.4964,-77.4317,DFO
2013  ,332.998,Bellmeade Power Station ,37.4964,-77.4317,DFO
2014  ,49522.743,Bellmeade Power Station ,37.4964,-77.4317,DFO
2016  ,796.65,Bellmeade Power Station ,37.4964,-77.4317,DFO
2017  ,619.285,Bellmeade Power Station ,37.4964,-77.4317,DFO
2018  ,37525.124,Bellmeade Power Station ,37.4964,-77.4317,DFO
2003  ,148276.0,Bellmeade Power Station ,37.4964,-77.4317,NG
2004  ,141845.0,Bellmeade Power Station ,37.4964,-77.4317,NG
2005  ,331339.0,Bellmeade Power Station ,37.4964,-77.4317,NG
2006  ,327353.0,Bellmeade Power Station ,37.4964,-77.4317,NG
2007  ,374868.631,Bellmeade Power Station ,37.4964,-77.4317,NG
2008  ,404724.213,Bellmeade Power Station ,37.4964,-77.4317,NG
2009  ,410082.612,Bellmeade Power Station ,37.4964,-77.4317,NG
2010  ,699028.025,Bellmeade Power Station ,37.4964,-77.4317,NG
2011  ,504894.582,Bellmeade Power Station ,37.4964,-77.4317,NG
2012  ,1199106.841,Bellmeade Power Station ,37.4964,-77.4317,NG
2013  ,294439.002,Bellmeade Power Station ,37.4964,-77.4317,NG
2014  ,202269.257,Bellmeade Power Station ,37.4964,-77.4317,NG
2016  ,935810.35,Bellmeade Power Station ,37.4964,-77.4317,NG
2017  ,179040.715,Bellmeade Power Station ,37.4964,-77.4317,NG
2018  ,2266.876,Bellmeade Power Station ,37.4964,-77.4317,NG
2001  ,93003.632,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2002  ,114416.865,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2003  ,89685.945,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2004  ,82544.51241,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2005  ,97760.15111,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2006  ,102223.80616,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2007  ,95693.377,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2008  ,97150.011,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2009  ,100502.275,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2010  ,105119.906,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2011  ,103218.323,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2012  ,107095.566,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2013  ,49260.18,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2014  ,19562.061,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2015  ,16143.101,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2016  ,22500.857,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2017  ,17170.498,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2018  ,14839.987,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2019  ,15735.786,WestRock-West Point Mill ,37.5392,-76.8053,BIT
2001  ,187653.242,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2002  ,139694.841,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2003  ,110643.506,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2004  ,115014.90476,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2005  ,127437.59193,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2006  ,120047.65664,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2007  ,140378.458,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2008  ,137956.714,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2009  ,124367.801,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2010  ,123977.409,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2011  ,136943.802,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2012  ,144918.414,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2013  ,146740.538,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2014  ,129582.007,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2015  ,128688.485,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2016  ,121282.949,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2017  ,96867.149,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2018  ,93898.67,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2019  ,80638.471,WestRock-West Point Mill ,37.5392,-76.8053,WDS
2001  ,219736.341,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2002  ,265497.981,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2003  ,258788.648,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2004  ,277477.20561,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2005  ,286884.34604,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2006  ,292647.02591,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2007  ,284066.346,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2008  ,292518.821,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2009  ,297122.472,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2010  ,288971.639,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2011  ,276225.637,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2012  ,257072.427,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2013  ,252636.252,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2014  ,243332.648,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2015  ,263893.899,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2016  ,267631.718,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2017  ,295703.837,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2018  ,279862.568,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2019  ,285449.067,WestRock-West Point Mill ,37.5392,-76.8053,BLQ
2013  ,88135.92,WestRock-West Point Mill ,37.5392,-76.8053,NG
2014  ,138228.02,WestRock-West Point Mill ,37.5392,-76.8053,NG
2015  ,151137.171,WestRock-West Point Mill ,37.5392,-76.8053,NG
2016  ,170172.406,WestRock-West Point Mill ,37.5392,-76.8053,NG
2017  ,164047.253,WestRock-West Point Mill ,37.5392,-76.8053,NG
2018  ,170301.417,WestRock-West Point Mill ,37.5392,-76.8053,NG
2019  ,182895.171,WestRock-West Point Mill ,37.5392,-76.8053,NG
2003  ,22792.914,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2004  ,20561.72592,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2005  ,17663.76158,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2006  ,11337.22592,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2007  ,17548.706,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2008  ,18516.261,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2009  ,12655.585,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2010  ,10495.682,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2011  ,5319.9,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2012  ,2423.03,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2013  ,5464.058,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2014  ,4777.456,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2015  ,5497.217,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2016  ,4941.568,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2017  ,9402.849,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2018  ,8812.234,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2019  ,10193.171,WestRock-West Point Mill ,37.5392,-76.8053,SLW
2001  ,66395.64,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2002  ,42222.471,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2003  ,37620.687,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2004  ,43483.00014,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2005  ,28742.26938,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2006  ,29638.22169,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2007  ,25457.552,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2008  ,19941.333,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2009  ,26490.281,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2010  ,26957.776,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2011  ,22249.974,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2012  ,14554.127,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2013  ,10442.954,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2014  ,1170.45,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2015  ,1138.825,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2016  ,826.171,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2017  ,1055.769,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2018  ,568.264,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2019  ,488.324,WestRock-West Point Mill ,37.5392,-76.8053,RFO
2017  ,6885.0,Remington Solar Facility ,38.548333,-77.776389,SUN
2018  ,35343.0,Remington Solar Facility ,38.548333,-77.776389,SUN
2001  ,754686.0,Mecklenburg Power Station ,36.6,-78.53,BIT
2002  ,630372.0,Mecklenburg Power Station ,36.6,-78.53,BIT
2003  ,774237.181,Mecklenburg Power Station ,36.6,-78.53,BIT
2005  ,813596.0,Mecklenburg Power Station ,36.6,-78.53,BIT
2006  ,702005.0,Mecklenburg Power Station ,36.6,-78.53,BIT
2007  ,736222.863,Mecklenburg Power Station ,36.6,-78.53,BIT
2008  ,519362.087,Mecklenburg Power Station ,36.6,-78.53,BIT
2009  ,390049.309,Mecklenburg Power Station ,36.6,-78.53,BIT
2010  ,482811.296,Mecklenburg Power Station ,36.6,-78.53,BIT
2011  ,213953.475,Mecklenburg Power Station ,36.6,-78.53,BIT
2012  ,168395.671,Mecklenburg Power Station ,36.6,-78.53,BIT
2013  ,368243.115,Mecklenburg Power Station ,36.6,-78.53,BIT
2014  ,451289.864,Mecklenburg Power Station ,36.6,-78.53,BIT
2015  ,333377.21,Mecklenburg Power Station ,36.6,-78.53,BIT
2016  ,296566.16,Mecklenburg Power Station ,36.6,-78.53,BIT
2017  ,149788.554,Mecklenburg Power Station ,36.6,-78.53,BIT
2018  ,57227.04,Mecklenburg Power Station ,36.6,-78.53,BIT
2001  ,1330.386,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2002  ,1530.318,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2003  ,5867.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2004  ,119.789,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2005  ,0.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2006  ,299.97,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2007  ,548.001,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2008  ,0.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2009  ,396.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2010  ,147.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2011  ,212.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2012  ,206.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2013  ,78.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2014  ,164.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2015  ,179.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2016  ,137.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2017  ,198.52,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2018  ,172.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2019  ,140.0,Georgia-Pacific Big Island ,37.534,-79.357,WAT
2004  ,1157.91624,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2005  ,926.02754,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2006  ,1133.25756,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2013  ,975.718,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2014  ,990.484,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2015  ,2776.077,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2016  ,4946.973,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2017  ,4287.729,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2018  ,3067.652,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2019  ,1995.587,Georgia-Pacific Big Island ,37.534,-79.357,OBS
2001  ,14330.737,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2002  ,17319.656,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2004  ,15442.0107,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2005  ,18166.38277,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2006  ,19040.94757,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2007  ,19634.838,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2008  ,15873.47,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2009  ,17368.219,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2010  ,19523.792,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2011  ,19122.554,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2012  ,15418.658,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2013  ,48435.328,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2014  ,44304.17,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2015  ,42323.176,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2016  ,49789.545,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2017  ,41617.925,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2018  ,44847.595,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2019  ,32666.061,Georgia-Pacific Big Island ,37.534,-79.357,WDS
2001  ,18165.815,Georgia-Pacific Big Island ,37.534,-79.357,NG
2002  ,17580.372,Georgia-Pacific Big Island ,37.534,-79.357,NG
2004  ,19172.13741,Georgia-Pacific Big Island ,37.534,-79.357,NG
2005  ,20783.5034,Georgia-Pacific Big Island ,37.534,-79.357,NG
2006  ,20610.92381,Georgia-Pacific Big Island ,37.534,-79.357,NG
2007  ,16594.577,Georgia-Pacific Big Island ,37.534,-79.357,NG
2008  ,15709.437,Georgia-Pacific Big Island ,37.534,-79.357,NG
2009  ,15184.308,Georgia-Pacific Big Island ,37.534,-79.357,NG
2010  ,16692.433,Georgia-Pacific Big Island ,37.534,-79.357,NG
2011  ,17846.327,Georgia-Pacific Big Island ,37.534,-79.357,NG
2012  ,23085.669,Georgia-Pacific Big Island ,37.534,-79.357,NG
2013  ,0.0,Georgia-Pacific Big Island ,37.534,-79.357,NG
2014  ,0.0,Georgia-Pacific Big Island ,37.534,-79.357,NG
2015  ,5166.747,Georgia-Pacific Big Island ,37.534,-79.357,NG
2016  ,5369.482,Georgia-Pacific Big Island ,37.534,-79.357,NG
2017  ,8021.346,Georgia-Pacific Big Island ,37.534,-79.357,NG
2018  ,5775.753,Georgia-Pacific Big Island ,37.534,-79.357,NG
2019  ,17042.352,Georgia-Pacific Big Island ,37.534,-79.357,NG
2001  ,275408.26,Doswell Energy Center ,37.820805,-77.446246,DFO
2002  ,1499.08,Doswell Energy Center ,37.820805,-77.446246,DFO
2003  ,90483.32,Doswell Energy Center ,37.820805,-77.446246,DFO
2004  ,69110.0,Doswell Energy Center ,37.820805,-77.446246,DFO
2005  ,50487.0,Doswell Energy Center ,37.820805,-77.446246,DFO
2006  ,3174.0,Doswell Energy Center ,37.820805,-77.446246,DFO
2007  ,65409.926,Doswell Energy Center ,37.820805,-77.446246,DFO
2008  ,13544.175,Doswell Energy Center ,37.820805,-77.446246,DFO
2009  ,106629.154,Doswell Energy Center ,37.820805,-77.446246,DFO
2010  ,7118.283,Doswell Energy Center ,37.820805,-77.446246,DFO
2011  ,7006.809,Doswell Energy Center ,37.820805,-77.446246,DFO
2012  ,527.091,Doswell Energy Center ,37.820805,-77.446246,DFO
2013  ,1136.047,Doswell Energy Center ,37.820805,-77.446246,DFO
2014  ,20916.043,Doswell Energy Center ,37.820805,-77.446246,DFO
2015  ,18067.868,Doswell Energy Center ,37.820805,-77.446246,DFO
2016  ,13025.498,Doswell Energy Center ,37.820805,-77.446246,DFO
