year,gen,unit,lat,lon,fuel,plantCode,plantName,plantState,plantCounty,opYear,retYear,pMover,tech
2003  ,48746.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,45853.002,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,44502.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,37602.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,29789.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,26419.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,40311.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,15951.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,37086.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,37566.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,14728.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,3647.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,37450.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,36979.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,36726.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,37376.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,499207.8,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,459538.79,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,444985.5,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,372975.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,294444.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,260335.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,393435.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,155617.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,360328.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,357479.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,140521.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,34684.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,348997.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,341389.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,338358.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,340272.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,48746.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,45853.002,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,44502.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,37602.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,29789.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,26419.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,40311.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,15951.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,37086.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,37566.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,14728.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,3647.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,37450.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,36979.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,36726.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,37376.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,499207.8,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,459538.79,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,444985.5,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,372975.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,294444.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,260335.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,393435.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,155617.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,360328.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,357479.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,140521.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,34684.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,348997.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,341389.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,338358.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,340272.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,48746.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,45853.002,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,44502.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,37602.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,29789.999,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,26419.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,40311.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,15951.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,37086.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,37566.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,14728.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,3647.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,37450.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,36979.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,36726.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,37376.0,MWh,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,499207.8,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,459538.79,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,444985.5,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,372975.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,294444.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,260335.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,393435.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,155617.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,360328.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,357479.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,140521.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,34684.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,348997.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,341389.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,338358.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,340272.0,MMBtu,36.808229,-80.938714,WAT,3772,Buck Hydro,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,82288.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,44005.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,61963.001,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,45503.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,38919.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,27268.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,54287.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,28237.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,41731.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,46877.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,3374.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,10757.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,43042.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,42097.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,48330.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,53416.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,842711.42,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,441018.13,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,619568.05,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,451344.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,384675.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,268698.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,529841.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,275481.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,405459.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,446081.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,32193.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,102299.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,401109.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,388642.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,445264.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,486300.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,82288.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,44005.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,61963.001,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,45503.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,38919.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,27268.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,54287.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,28237.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,41731.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,46877.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,3374.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,10757.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,43042.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,42097.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,48330.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,53416.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,842711.42,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,441018.13,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,619568.05,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,451344.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,384675.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,268698.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,529841.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,275481.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,405459.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,446081.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,32193.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,102299.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,401109.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,388642.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,445264.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,486300.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,82288.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,44005.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,61963.001,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,45503.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,38919.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,27268.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,54287.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,28237.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,41731.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,46877.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,3374.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,10757.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,43042.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,42097.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,48330.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,53416.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,842711.42,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,441018.13,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,619568.05,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,451344.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,384675.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,268698.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,529841.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2010  ,275481.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2011  ,405459.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2012  ,446081.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2013  ,32193.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2014  ,102299.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2015  ,401109.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2016  ,388642.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2017  ,445264.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2018  ,486300.0,MMBtu,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2003  ,82288.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2004  ,44005.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2005  ,61963.001,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2006  ,45503.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2007  ,38919.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2008  ,27268.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
2009  ,54287.0,MWh,36.7858,-80.9333,WAT,3773,Byllesby 2,VA,Carroll,1912,9999,HY,Conventional Hydroelectric
