year,gen,unit,lat,lon,fuel,plantCode,plantName,plantState,plantCounty,opYear,retYear,pMover,tech
2009  ,459402.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,506304.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,275517.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,239634.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,415468.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,422083.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,363987.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,586294.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,394864.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,735129.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,5103889.1,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2004  ,4802432.16,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2005  ,3748115.15,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2006  ,3127640.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2007  ,3059356.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2008  ,2195451.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2009  ,4483764.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,4939502.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,2676922.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,2280358.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,3963980.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,4014010.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,3391995.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,5412667.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,3637882.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,6692613.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,498378.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2004  ,479189.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2005  ,374849.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2006  ,315318.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2007  ,309526.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2008  ,222798.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2009  ,459402.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,506304.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,275517.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,239634.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,415468.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,422083.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,363987.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,586294.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,394864.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,735129.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,5103889.1,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2004  ,4802432.16,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2005  ,3748115.15,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2006  ,3127640.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2007  ,3059356.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2008  ,2195451.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2009  ,4483764.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,4939502.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,2676922.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,2280358.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,3963980.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,4014010.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,3391995.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,5412667.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,3637882.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,6692613.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,498378.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2004  ,479189.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2005  ,374849.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2006  ,315318.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2007  ,309526.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2008  ,222798.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2009  ,459402.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,506304.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,275517.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,239634.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,415468.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,422083.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,363987.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,586294.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,394864.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,735129.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,5103889.1,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2004  ,4802432.16,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2005  ,3748115.15,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2006  ,3127640.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2007  ,3059356.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2008  ,2195451.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2009  ,4483764.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2010  ,4939502.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2011  ,2676922.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2012  ,2280358.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2013  ,3963980.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2014  ,4014010.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2015  ,3391995.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2016  ,5412667.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2017  ,3637882.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2018  ,6692613.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,1953,9999,HY,Conventional Hydroelectric
2003  ,498378.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2004  ,479189.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2005  ,374849.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2006  ,315318.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2007  ,309526.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2008  ,222798.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2009  ,459402.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2010  ,506304.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2011  ,275517.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2012  ,239634.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2013  ,415468.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2014  ,422083.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2015  ,363987.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2016  ,586294.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2017  ,394864.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2018  ,735129.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2003  ,5103889.1,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2004  ,4802432.16,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2005  ,3748115.15,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2006  ,3127640.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2007  ,3059356.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2008  ,2195451.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2009  ,4483764.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2010  ,4939502.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2011  ,2676922.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2012  ,2280358.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2013  ,3963980.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2014  ,4014010.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2015  ,3391995.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2016  ,5412667.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2017  ,3637882.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2018  ,6692613.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2003  ,498378.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2004  ,479189.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2005  ,374849.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2006  ,315318.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2007  ,309526.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2008  ,222798.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2009  ,459402.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2010  ,506304.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2011  ,275517.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2012  ,239634.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2013  ,415468.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2014  ,422083.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2015  ,363987.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2016  ,586294.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2017  ,394864.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2018  ,735129.0,MWh,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2003  ,5103889.1,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2004  ,4802432.16,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2005  ,3748115.15,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2006  ,3127640.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2007  ,3059356.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2008  ,2195451.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2009  ,4483764.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2010  ,4939502.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2011  ,2676922.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2012  ,2280358.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2013  ,3963980.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2014  ,4014010.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2015  ,3391995.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2016  ,5412667.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2017  ,3637882.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2018  ,6692613.0,MMBtu,36.59943,-78.3005,WAT,3833,John H Kerr,VA,Mecklenburg,2008,9999,HY,Conventional Hydroelectric
2003  ,41932.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2004  ,27762.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2005  ,25895.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2006  ,19972.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2007  ,23369.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2008  ,12560.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2009  ,24660.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2010  ,27566.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2011  ,22643.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2012  ,16057.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2013  ,33275.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2014  ,24571.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2015  ,25036.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2016  ,15947.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2017  ,1801.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2018  ,31780.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2003  ,429425.63,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2004  ,278230.76,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2005  ,258924.12,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2006  ,198102.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2007  ,230980.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2008  ,123765.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2009  ,240681.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2010  ,268934.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2011  ,219999.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2012  ,152798.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2013  ,317478.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2014  ,233670.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2015  ,233311.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2016  ,147223.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2017  ,16592.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2018  ,289325.0,MMBtu,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2003  ,41932.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2004  ,27762.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2005  ,25895.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2006  ,19972.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2007  ,23369.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2008  ,12560.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2009  ,24660.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
2010  ,27566.0,MWh,36.7803,-80.0281,WAT,3834,Philpott Lake,VA,Henry,1953,9999,HY,Conventional Hydroelectric
